mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 11/29	KNP004	43348	43348	10060	33288	100	1.302	0.7922	16.045	7.45	2.1	1.49	1.25	1.09	0.0252	0.0237	0.0211	0.0225	52.28	47	53.65	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	479828768	259190168	205560262	75.225	53629844	1933004	204394	1728610	0.699	1.12	0.01665	0.16525	1.575	0.045	0.005	0.005	0.005	292	0.562707465749291	35.01	0.0107	0.0101	0.00795	0.00825	60.485	56	43.32	257257164
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 12/29	KNP005	13295	13295	1202	12093	100	1.099	0.2582	5.7847	2.37	0.79	0.56	0.46	0.4	0.0292	0.0372	0.0294	0.026	46.9	42	54.19	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	102180635	89832059	6504711	34.4025	2949104	584308	51584	532724	0.583	1.1085	0.00555	0.09265	0.535	0.005	0	0	0	41	0.069165308709035	15.255	0.01755	0.0139	0.01305	0.0118	64.55	61	42.02	89247751
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 13/29	KNP009	21375	21375	3183	18192	100	1.175	0.4154	8.613	3.08	1.44	1.08	0.9	0.78	0.0304	0.0268	0.0268	0.0286	50.16	45	53.57	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	225114938	123835011	94400597	72.754	29434398	202915	14615	188300	0.157	1.0865	0.0019	0.0433	0.185	0	0	0	0	38	NaN	19.92	0.01515	0.01445	0.0116	0.01385	63.14	59.5	42.51	123632096
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 10/29	KNP001	31792	31792	6716	25076	100	1.268	0.4987	11.5668	3.53	1.17	0.8	0.64	0.56	0.025	0.0305	0.023	0.026	47.5	43	54.55	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	302497552	153838340	131821720	83.255	22016592	2980802	251030	2729772	1.8745	1.101	0.0268	0.22575	2.515	0.09	0.01	0.005	0.005	46	0.078972780493693	2.075	0.0135	0.01365	0.01	0.01115	61.53	58	43.34	150857538
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 11/29	KNP004	43943	43943	10470	33473	100	1.313	0.7338	15.5697	6.01	1.92	1.45	1.2	1.05	0.0286	0.0245	0.0239	0.0232	52.37	47	53.8	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	479828768	259190168	205560262	75.225	53629844	1933004	204394	1728610	0.699	1.12	0.01665	0.16525	1.575	0.045	0.005	0.005	0.005	292	0.562707465749291	35.01	0.0107	0.0101	0.00795	0.00825	60.485	56	43.32	257257164
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 12/29	KNP005	14362	14362	1331	13031	100	1.102	0.259	5.6741	3.95	0.82	0.56	0.44	0.38	0.0293	0.0397	0.0289	0.0299	47.48	42	53.51	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	102180635	89832059	6504711	34.4025	2949104	584308	51584	532724	0.583	1.1085	0.00555	0.09265	0.535	0.005	0	0	0	41	0.069165308709035	15.255	0.01755	0.0139	0.01305	0.0118	64.55	61	42.02	89247751
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 13/29	KNP009	21612	21612	3269	18343	100	1.178	0.3852	8.407	2.92	1.34	1.01	0.82	0.71	0.0314	0.0282	0.0279	0.0302	50.16	45	53.62	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	225114938	123835011	94400597	72.754	29434398	202915	14615	188300	0.157	1.0865	0.0019	0.0433	0.185	0	0	0	0	38	NaN	19.92	0.01515	0.01445	0.0116	0.01385	63.14	59.5	42.51	123632096
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 10/29	KNP001	496258	496258	53061	443197	100	1.12	7.5853	15.1941	66.07	59.51	55.02	51.42	48.2	0.0214	0.0217	0.017	0.0202	58.28	54	48.16	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	302497552	153838340	131821720	83.255	22016592	2980802	251030	2729772	1.8745	1.101	0.0268	0.22575	2.515	0.09	0.01	0.005	0.005	46	0.078972780493693	2.075	0.0135	0.01365	0.01	0.01115	61.53	58	43.34	150857538
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 11/29	KNP004	1134449	1134449	158084	976365	100	1.162	18.5212	26.2948	68.62	64.27	61.36	59.09	57.16	0.02	0.0208	0.0181	0.0191	64.6	62	47.65	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	479828768	259190168	205560262	75.225	53629844	1933004	204394	1728610	0.699	1.12	0.01665	0.16525	1.575	0.045	0.005	0.005	0.005	292	0.562707465749291	35.01	0.0107	0.0101	0.00795	0.00825	60.485	56	43.32	257257164
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 12/29	KNP005	583870	583870	19570	564300	100	1.035	10.639	12.488	72.42	66.84	62.8	59.47	56.47	0.025	0.0233	0.0188	0.0233	64.2	56	47.67	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	102180635	89832059	6504711	34.4025	2949104	584308	51584	532724	0.583	1.1085	0.00555	0.09265	0.535	0.005	0	0	0	41	0.069165308709035	15.255	0.01755	0.0139	0.01305	0.0118	64.55	61	42.02	89247751
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 13/29	KNP009	1279719	1279719	121222	1158497	100	1.105	21.3388	24.4316	75.02	70.63	67.62	65.1	62.9	0.025	0.0249	0.0203	0.0242	62.72	60	47.17	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	225114938	123835011	94400597	72.754	29434398	202915	14615	188300	0.157	1.0865	0.0019	0.0433	0.185	0	0	0	0	38	NaN	19.92	0.01515	0.01445	0.0116	0.01385	63.14	59.5	42.51	123632096
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 10/29	KNP001	97702	97702	12127	85575	100	1.142	1.6246	7.3245	41.94	27.49	19.98	15.12	11.5	0.0222	0.0239	0.0187	0.0233	52.06	46	51.86	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	302497552	153838340	131821720	83.255	22016592	2980802	251030	2729772	1.8745	1.101	0.0268	0.22575	2.515	0.09	0.01	0.005	0.005	46	0.078972780493693	2.075	0.0135	0.01365	0.01	0.01115	61.53	58	43.34	150857538
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 11/29	KNP004	199646	199646	28271	171375	100	1.165	3.471	10.9658	46.77	36.16	29.93	25.48	22.09	0.0225	0.0234	0.019	0.0213	55.54	50	51.61	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	479828768	259190168	205560262	75.225	53629844	1933004	204394	1728610	0.699	1.12	0.01665	0.16525	1.575	0.045	0.005	0.005	0.005	292	0.562707465749291	35.01	0.0107	0.0101	0.00795	0.00825	60.485	56	43.32	257257164
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 12/29	KNP005	102214	102214	3780	98434	100	1.038	1.9436	5.3774	44.21	30.2	22.92	18.05	14.46	0.024	0.0249	0.0194	0.0242	54.15	47	51.31	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	102180635	89832059	6504711	34.4025	2949104	584308	51584	532724	0.583	1.1085	0.00555	0.09265	0.535	0.005	0	0	0	41	0.069165308709035	15.255	0.01755	0.0139	0.01305	0.0118	64.55	61	42.02	89247751
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 13/29	KNP009	132686	132686	11619	121067	100	1.096	2.5342	6.7691	56.07	41.52	31.75	24.5	18.89	0.0224	0.0279	0.0209	0.0271	57.4	53	50.63	Chimp_2	Pan_troglodytes	Chimp	Pan	Pan	Historical	Uganda	225114938	123835011	94400597	72.754	29434398	202915	14615	188300	0.157	1.0865	0.0019	0.0433	0.185	0	0	0	0	38	NaN	19.92	0.01515	0.01445	0.0116	0.01385	63.14	59.5	42.51	123632096
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 6/29	FUM002	548155	548155	103056	445099	100	1.232	5.2324	14.5999	65.47	47.51	34.13	25.09	19.44	0.0364	0.0195	0.0361	0.0196	41.51	37	69.29	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 7/29	GOY005	3493405	3493405	1189830	2303575	100	1.517	25.029	53.0184	85.3	80.61	76.97	73.73	70.6	0.0246	0.0202	0.024	0.0207	38.37	36	69.76	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 26/29	PES001	1753463	1753463	287934	1465529	100	1.196	23.7638	26.8407	86.3	82	78.84	76.23	73.97	0.0262	0.0139	0.0254	0.0135	57.26	51	71.81	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 6/29	FUM002	4368	4368	673	3695	100	1.182	0.0617	1.4848	2.24	0.32	0.19	0.16	0.14	0.0575	0.0542	0.0594	0.0521	38.08	35	54.37	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 7/29	GOY005	406449	406449	116908	289541	100	1.404	4.991	15.5323	55.7	48.58	43.34	38.96	35.02	0.0383	0.0317	0.0366	0.0329	39.33	36	51.93	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 26/29	PES001	10780	10780	1726	9054	100	1.191	0.1749	2.6958	9.12	1.4	0.33	0.19	0.16	0.0501	0.0455	0.057	0.0367	44.07	39	53.58	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 6/29	FUM002	4101	4101	955	3146	100	1.304	0.0459	2.0165	1.15	0.15	0.11	0.09	0.08	0.0453	0.0339	0.0591	0.0352	38.92	36	52.86	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 7/29	GOY005	285828	285828	115417	170411	100	1.677	2.5498	17.3144	39.24	28.1	21.96	17.61	14.33	0.0461	0.0362	0.0434	0.0373	39.91	37	44.01	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 26/29	PES001	8391	8391	2423	5968	100	1.406	0.1134	3.8946	2.77	0.48	0.22	0.16	0.14	0.0285	0.0226	0.0323	0.0254	50.66	44	51.62	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 6/29	FUM002	19522	19522	4891	14631	100	1.334	0.2037	5.1164	5.04	0.8	0.48	0.4	0.34	0.0484	0.0298	0.0421	0.0334	39.77	36	58.12	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 7/29	GOY005	1999803	1999803	550828	1448975	100	1.38	19.272	27.2614	85.52	81.26	78.15	75.34	72.77	0.0386	0.0316	0.0375	0.0332	37.99	36	58	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 26/29	PES001	22301	22301	5569	16732	100	1.333	0.2682	8.1893	7.58	1.02	0.47	0.35	0.28	0.0416	0.0272	0.0381	0.0289	45.77	40	58.77	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 6/29	FUM002	4273	4273	630	3643	100	1.173	0.0499	0.4803	3.38	0.46	0.22	0.15	0.12	0.0423	0.0261	0.0301	0.0309	37.35	34	63.88	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 7/29	GOY005	145311	145311	29947	115364	100	1.26	1.575	3.9799	48.46	31.95	20.51	12.96	8.31	0.0285	0.0257	0.0265	0.0255	37.25	35	64.5	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 26/29	PES001	25228	25228	3405	21823	100	1.156	0.3434	1.2342	21.11	6.38	2.33	1.13	0.63	0.041	0.0242	0.0376	0.0293	42.93	38	63.85	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 6/29	FUM002	5734	5734	689	5045	100	1.137	0.0817	1.7931	2.7	0.34	0.24	0.22	0.2	0.032	0.0254	0.0535	0.028	39.33	36	47.66	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 7/29	GOY005	1083645	1083645	277644	806001	100	1.344	14.0965	21.6316	83.61	78.43	74.76	71.58	68.6	0.0462	0.0376	0.0426	0.038	42.51	40	30.39	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 26/29	PES001	10607	10607	1451	9156	100	1.158	0.1762	3.2423	7.14	0.84	0.32	0.25	0.22	0.0407	0.0249	0.0503	0.0268	46.77	42	44.71	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 6/29	FUM002	103742	103742	15709	88033	100	1.178	1.2348	3.0895	47.67	30.82	18.46	10.14	5.21	0.0435	0.0241	0.0425	0.0234	45.08	40	62.68	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 7/29	GOY005	533392	533392	161505	371887	100	1.434	4.7983	15.9831	65.02	56.21	49.28	43.28	37.96	0.0269	0.024	0.0263	0.0239	41.46	38	63.14	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 26/29	PES001	335138	335138	48990	286148	100	1.171	4.6847	6.4233	64.84	56.12	49.86	44.66	40.02	0.0366	0.0231	0.0354	0.0239	52.61	47	62.78	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 6/29	FUM002	9329	9329	1394	7935	100	1.176	0.1026	1.6689	2.85	1.34	0.84	0.56	0.41	0.0602	0.0423	0.063	0.0429	37.84	35	59.18	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 7/29	GOY005	757744	757744	317295	440449	100	1.72	6.0832	41.8044	30.42	13.46	9.52	8.34	7.73	0.0321	0.0306	0.0318	0.0308	40.41	37	60.52	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 26/29	PES001	27173	27173	4390	22783	100	1.193	0.3639	4.1818	16.01	3.18	1.35	0.91	0.71	0.0337	0.0268	0.0362	0.0216	46.73	40	60.57	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 6/29	FUM002	7132	7132	926	6206	100	1.149	0.1028	1.6861	3.98	1.16	0.63	0.42	0.32	0.0349	0.0257	0.0455	0.0208	39.02	36	53.54	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 7/29	GOY005	104984	104984	50999	53985	100	1.945	0.9017	15.5799	13.02	5.42	3.46	2.53	1.94	0.0317	0.0223	0.0314	0.0244	39.33	36	53.84	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Belgium	443150763	332990717	0	0	0	6877083	1185772	5691311	2.065	1.208	0.1116	0.7186	9.66	1.06	0.13	0.03	0.02	2110	7.9415776449997	71.17	0.0121	0.0066	0.0042	0.0032	60.72	66	45.67	326113634
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 26/29	PES001	5265	5265	845	4420	100	1.191	0.086	2.8389	1.38	0.35	0.23	0.19	0.18	0.034	0.0149	0.0433	0.0302	45.81	40	55.45	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Serbia	99729056	50328545	40188358	79.9016666666667	10140152	224031	30232	193799	0.443666666666667	1.148	0.001566666666667	0.0423	0.153333333333333	0.003333333333333	0	0	0	167	0.26738688715875	180.57	0.005433333333333	0.0051	0.003933333333333	0.002666666666667	75.9533333333333	76	45.52	50104514
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 6/29	FUM002	4050	4050	920	3130	100	1.294	0.0345	1.5877	1.78	0.09	0.04	0.04	0.03	0.0335	0.0141	0.0358	0.0331	38.66	35	51.85	Neanderthal	Homo_sapiens_neanderthalensis	Neanderthal	Homo	Homo (Neanderthal)	Palaeolithic	Italy	61703682	23327553	22884354	98.092	443166	266953	36040	230913	1.14666666666667	1.147	0.001866666666667	0.045833333333333	0.176666666666667	0.006666666666667	0	0	0	228	0.337296557828877	173.246666666667	0.003733333333333	0.004433333333333	0.0043	0.0027	74.7966666666667	76	47.2	23060600
