Software	Database	Tax_Level	Threshold	Host_Genus	Taxon	Populations_Taxa_Present_In	Populations_in_Study	Proportion_Taxa_Present_In
MetaPhlAn2	mp2	genus	0.02	Pan	Desulfobulbus	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Desulfobulbus	5	6	83.3
MALT	nt	species	0.02	Pan	Desulfobulbus propionicus	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Desulfobulbus_sp_oral_taxon_041	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Desulfobulbus_sp_oral_taxon_041	4	6	66.7
MALT	nt	genus	0.02	Pan	Desulfomicrobium	3	3	100
MALT	nt	species	0.02	Pan	Desulfomicrobium orale	3	3	100
MALT	nt	genus	0.02	Pan	Desulfovibrio	3	3	100
MALT	nt	genus	0.02	Pan	Dialister	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Dialister	3	3	100
MALT	nt	species	0.02	Pan	Dialister pneumosintes	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Dialister_invisus	3	3	100
MALT	nt	genus	0.02	Pan	Eggerthella	3	3	100
MALT	nt	species	0.02	Pan	Eggerthella lenta	3	3	100
MALT	nt	species	0.02	Pan	Eggerthella sp. YY7918	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Eikenella	1	1	100
MALT	nt	genus	0.02	Gorilla	Eikenella	2	3	66.7
MALT	nt	genus	0.02	Homo	Eikenella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Homo	Eikenella	5	6	83.3
MALT	nt	species	0.02	Alouatta	Eikenella corrodens	1	1	100
MALT	nt	species	0.02	Gorilla	Eikenella corrodens	2	3	66.7
MALT	nt	species	0.02	Homo	Eikenella corrodens	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Eikenella_corrodens	5	6	83.3
MALT	nt	genus	0.02	Alouatta	Elizabethkingia	1	1	100
MALT	nt	genus	0.02	Alouatta	Enterococcus	1	1	100
MALT	nt	genus	0.02	Gorilla	Enterococcus	2	3	66.7
MALT	nt	genus	0.02	Pan	Eubacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Eubacterium	2	3	66.7
MALT	nt	species	0.02	Pan	Eubacterium limosum	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Eubacterium_brachy	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Eubacterium_yurii	5	6	83.3
MALT	nt	genus	0.02	Pan	Faecalibacterium	3	3	100
MALT	nt	species	0.02	Pan	Faecalibacterium prausnitzii	3	3	100
MALT	nt	genus	0.02	Pan	Fermentimonas	2	3	66.7
MALT	nt	species	0.02	Pan	Fermentimonas caenicola	2	3	66.7
MALT	nt	genus	0.02	Pan	Filifactor	3	3	100
MALT	nt	species	0.02	Pan	Filifactor alocis	3	3	100
MALT	nt	genus	0.02	Pan	Finegoldia	2	3	66.7
MALT	nt	species	0.02	Pan	Finegoldia magna	2	3	66.7
MALT	nt	genus	0.02	Pan	Flavonifractor	3	3	100
MALT	nt	species	0.02	Pan	Flavonifractor plautii	3	3	100
MALT	nt	genus	0.02	Pan	Fretibacterium	3	3	100
MALT	nt	genus	0.02	Homo	Fretibacterium	6	6	100
MetaPhlAn2	mp2	genus	0.02	Pan	Fretibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Fretibacterium	6	6	100
MALT	nt	species	0.02	Pan	Fretibacterium fastidiosum	3	3	100
MALT	nt	species	0.02	Homo	Fretibacterium fastidiosum	6	6	100
MetaPhlAn2	mp2	species	0.02	Pan	Fretibacterium_fastidiosum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Fretibacterium_fastidiosum	6	6	100
MALT	nt	genus	0.02	Alouatta	Friedmanniella	1	1	100
MALT	nt	genus	0.02	Pan	Friedmanniella	2	3	66.7
MALT	nt	species	0.02	Alouatta	Friedmanniella luteola	1	1	100
MALT	nt	genus	0.02	Alouatta	Fusobacterium	1	1	100
MALT	nt	genus	0.02	Gorilla	Fusobacterium	3	3	100
MALT	nt	genus	0.02	Pan	Fusobacterium	3	3	100
MALT	nt	genus	0.02	Homo	Fusobacterium	6	6	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Fusobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Fusobacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Fusobacterium	5	6	83.3
MALT	nt	species	0.02	Alouatta	Fusobacterium hwasookii	1	1	100
MALT	nt	species	0.02	Pan	Fusobacterium hwasookii	3	3	100
MALT	nt	species	0.02	Alouatta	Fusobacterium nucleatum	1	1	100
MALT	nt	species	0.02	Gorilla	Fusobacterium nucleatum	3	3	100
MALT	nt	species	0.02	Pan	Fusobacterium nucleatum	3	3	100
MALT	nt	species	0.02	Homo	Fusobacterium nucleatum	6	6	100
MALT	nt	species	0.02	Alouatta	Fusobacterium sp. oral taxon 203	1	1	100
MALT	nt	species	0.02	Pan	Fusobacterium sp. oral taxon 203	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Fusobacterium_nucleatum	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Fusobacterium_nucleatum	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Fusobacterium_nucleatum	4	6	66.7
MALT	nt	genus	0.02	Alouatta	Gallibacterium	1	1	100
MALT	nt	species	0.02	Alouatta	Gallibacterium anatis	1	1	100
MALT	nt	genus	0.02	Alouatta	Gemella	1	1	100
MALT	nt	genus	0.02	Pan	Gemella	3	3	100
MALT	nt	genus	0.02	Homo	Gemella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Gemella	5	6	83.3
MALT	nt	species	0.02	Alouatta	Gemella sp. oral taxon 928	1	1	100
MALT	nt	species	0.02	Pan	Gemella sp. oral taxon 928	3	3	100
MALT	nt	species	0.02	Homo	Gemella sp. oral taxon 928	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Homo	Gemella_morbillorum	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Alouatta	Gemella_unclassified	1	1	100
MALT	nt	genus	0.02	Pan	Geobacter	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Glaesserella	1	1	100
MALT	nt	genus	0.02	Gorilla	Glaesserella	2	3	66.7
MALT	nt	species	0.02	Alouatta	Glaesserella parasuis	1	1	100
MALT	nt	species	0.02	Gorilla	Glaesserella parasuis	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Gordonia	1	1	100
MALT	nt	genus	0.02	Gorilla	Gordonia	2	3	66.7
MALT	nt	genus	0.02	Pan	Gordonibacter	3	3	100
MALT	nt	species	0.02	Pan	Gordonibacter massiliensis	3	3	100
MALT	nt	species	0.02	Pan	Gordonibacter pamelaeae	3	3	100
MALT	nt	species	0.02	Pan	Gordonibacter urolithinfaciens	3	3	100
MALT	nt	genus	0.02	Alouatta	Haemophilus	1	1	100
MALT	nt	genus	0.02	Gorilla	Haemophilus	2	3	66.7
MALT	nt	genus	0.02	Homo	Haemophilus	4	6	66.7
MALT	nt	species	0.02	Alouatta	Haemophilus influenzae	1	1	100
MALT	nt	species	0.02	Gorilla	Haemophilus influenzae	2	3	66.7
MALT	nt	species	0.02	Alouatta	Haemophilus parainfluenzae	1	1	100
MALT	nt	species	0.02	Gorilla	Haemophilus parainfluenzae	2	3	66.7
MALT	nt	species	0.02	Alouatta	Haemophilus pittmaniae	1	1	100
MALT	nt	species	0.02	Gorilla	Haemophilus pittmaniae	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Halomonas	1	1	100
MALT	nt	genus	0.02	Alouatta	Histophilus	1	1	100
MALT	nt	species	0.02	Alouatta	Histophilus somni	1	1	100
MALT	nt	genus	0.02	Pan	Intestinimonas	3	3	100
MALT	nt	species	0.02	Pan	Intestinimonas butyriciproducens	3	3	100
MALT	nt	genus	0.02	Alouatta	Isoptericola	1	1	100
MALT	nt	genus	0.02	Gorilla	Isoptericola	2	3	66.7
MALT	nt	genus	0.02	Pan	Isoptericola	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Johnsonella	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Johnsonella_ignava	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Johnsonella_ignava	4	6	66.7
MALT	nt	genus	0.02	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Kingella	2	3	66.7
MALT	nt	species	0.02	Alouatta	Kingella kingae	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Kingella_oralis	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Kingella_unclassified	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Kocuria	1	1	100
MALT	nt	genus	0.02	Gorilla	Kocuria	3	3	100
MALT	nt	genus	0.02	Pan	Kocuria	2	3	66.7
MALT	nt	species	0.02	Alouatta	Kocuria flava	1	1	100
MALT	nt	species	0.02	Alouatta	Kocuria rhizophila	1	1	100
MALT	nt	species	0.02	Alouatta	Kocuria turfanensis	1	1	100
MALT	nt	genus	0.02	Pan	Lachnoclostridium	3	3	100
MALT	nt	species	0.02	Pan	Lachnoclostridium phocaeense	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Lactobacillus	1	1	100
MALT	nt	genus	0.02	Gorilla	Lactobacillus	2	3	66.7
MALT	nt	genus	0.02	Pan	Lactobacillus	2	3	66.7
MALT	nt	species	0.02	Alouatta	Lactococcus raffinolactis	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Lautropia	6	6	100
MetaPhlAn2	mp2	species	0.02	Homo	Lautropia_mirabilis	6	6	100
MALT	nt	genus	0.02	Pan	Lawsonella	3	3	100
MALT	nt	species	0.02	Pan	Lawsonella clevelandensis	3	3	100
MALT	nt	genus	0.02	Alouatta	Leptotrichia	1	1	100
MALT	nt	genus	0.02	Homo	Leptotrichia	6	6	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Leptotrichia	1	1	100
MetaPhlAn2	mp2	genus	0.02	Homo	Leptotrichia	5	6	83.3
MALT	nt	species	0.02	Alouatta	Leptotrichia buccalis	1	1	100
MALT	nt	species	0.02	Homo	Leptotrichia buccalis	5	6	83.3
MALT	nt	species	0.02	Alouatta	Leptotrichia sp. oral taxon 212	1	1	100
MALT	nt	species	0.02	Homo	Leptotrichia sp. oral taxon 212	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Alouatta	Leptotrichia_goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Leptotrichia_unclassified	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Leptotrichiaceae_unclassified	4	6	66.7
MALT	nt	genus	0.02	Pan	Libanicoccus	3	3	100
MALT	nt	species	0.02	Pan	Libanicoccus massiliensis	3	3	100
MALT	nt	genus	0.02	Pan	Mageeibacillus	2	3	66.7
MALT	nt	species	0.02	Pan	Mageeibacillus indolicus	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Mannheimia	1	1	100
MALT	nt	genus	0.02	Gorilla	Mannheimia	2	3	66.7
MALT	nt	species	0.02	Alouatta	Mannheimia haemolytica	1	1	100
MALT	nt	species	0.02	Gorilla	Mannheimia haemolytica	2	3	66.7
MALT	nt	species	0.02	Alouatta	Mannheimia varigena	1	1	100
MALT	nt	species	0.02	Gorilla	Mannheimia varigena	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Marmoricola	1	1	100
MALT	nt	species	0.02	Alouatta	Marmoricola scoriae	1	1	100
MALT	nt	genus	0.02	Pan	Megasphaera	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Megasphaera	2	3	66.7
MALT	nt	species	0.02	Pan	Megasphaera elsdenii	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Megasphaera_unclassified	2	3	66.7
MALT	nt	species	0.02	Pan	methanogenic archaeon ISO4-H5	2	3	66.7
MALT	nt	species	0.02	Pan	methanogenic archaeon mixed culture ISO4-G1	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Microbacterium	1	1	100
MALT	nt	genus	0.02	Gorilla	Microbacterium	3	3	100
MALT	nt	genus	0.02	Pan	Microbacterium	3	3	100
MALT	nt	genus	0.02	Alouatta	Microlunatus	1	1	100
MALT	nt	genus	0.02	Pan	Microlunatus	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Micromonospora	1	1	100
MALT	nt	genus	0.02	Gorilla	Micromonospora	3	3	100
MALT	nt	genus	0.02	Pan	Micromonospora	3	3	100
MALT	nt	genus	0.02	Pan	Mogibacterium	3	3	100
MALT	nt	genus	0.02	Homo	Mogibacterium	4	6	66.7
MALT	nt	species	0.02	Pan	Mogibacterium pumilum	3	3	100
MALT	nt	species	0.02	Homo	Mogibacterium pumilum	4	6	66.7
MALT	nt	genus	0.02	Pan	Murdochiella	3	3	100
MALT	nt	species	0.02	Pan	Murdochiella vaginalis	3	3	100
MALT	nt	genus	0.02	Alouatta	Mycobacterium	1	1	100
MALT	nt	genus	0.02	Gorilla	Mycobacterium	3	3	100
MALT	nt	genus	0.02	Pan	Mycobacterium	3	3	100
MALT	nt	genus	0.02	Homo	Mycobacterium	4	6	66.7
MALT	nt	genus	0.02	Control	Mycobacterium	2	2	100
MALT	nt	genus	0.02	Alouatta	Neisseria	1	1	100
MALT	nt	genus	0.02	Gorilla	Neisseria	2	3	66.7
MALT	nt	genus	0.02	Homo	Neisseria	6	6	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Neisseria	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Neisseria	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Neisseria	6	6	100
MALT	nt	species	0.02	Alouatta	Neisseria elongata	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria elongata	2	3	66.7
MALT	nt	species	0.02	Homo	Neisseria elongata	6	6	100
MALT	nt	species	0.02	Alouatta	Neisseria gonorrhoeae	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria gonorrhoeae	2	3	66.7
MALT	nt	species	0.02	Homo	Neisseria gonorrhoeae	4	6	66.7
MALT	nt	species	0.02	Alouatta	Neisseria lactamica	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria lactamica	2	3	66.7
MALT	nt	species	0.02	Alouatta	Neisseria meningitidis	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria meningitidis	2	3	66.7
MALT	nt	species	0.02	Homo	Neisseria meningitidis	4	6	66.7
MALT	nt	species	0.02	Alouatta	Neisseria sicca	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria sicca	2	3	66.7
MALT	nt	species	0.02	Homo	Neisseria sicca	5	6	83.3
MALT	nt	species	0.02	Alouatta	Neisseria sp. 10022	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria sp. 10022	2	3	66.7
MALT	nt	species	0.02	Alouatta	Neisseria sp. 10023	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria sp. 10023	2	3	66.7
MALT	nt	species	0.02	Alouatta	Neisseria sp. KEM232	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria sp. KEM232	2	3	66.7
MALT	nt	species	0.02	Alouatta	Neisseria weaveri	1	1	100
MALT	nt	species	0.02	Alouatta	Neisseria zoodegmatis	1	1	100
MALT	nt	species	0.02	Gorilla	Neisseria zoodegmatis	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Neisseria_bacilliformis	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Neisseria_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Neisseria_unclassified	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Neisseria_unclassified	4	6	66.7
MALT	nt	genus	0.02	Alouatta	Nocardia	1	1	100
MALT	nt	genus	0.02	Gorilla	Nocardia	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Nocardioides	1	1	100
MALT	nt	species	0.02	Alouatta	Nocardioides dokdonensis	1	1	100
MALT	nt	species	0.02	Alouatta	Nocardioides sp. JS614	1	1	100
MALT	nt	genus	0.02	Alouatta	Nocardiopsis	1	1	100
MALT	nt	genus	0.02	Gorilla	Nocardiopsis	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Nonomuraea	1	1	100
MALT	nt	genus	0.02	Pan	Odoribacter	2	3	66.7
MALT	nt	species	0.02	Pan	Odoribacter splanchnicus	2	3	66.7
MALT	nt	genus	0.02	Gorilla	Olsenella	3	3	100
MALT	nt	genus	0.02	Pan	Olsenella	3	3	100
MALT	nt	genus	0.02	Homo	Olsenella	6	6	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Olsenella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Olsenella	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Olsenella	5	6	83.3
MALT	nt	species	0.02	Pan	Olsenella sp. Marseille-P2300	3	3	100
MALT	nt	species	0.02	Gorilla	Olsenella sp. oral taxon 807	2	3	66.7
MALT	nt	species	0.02	Pan	Olsenella sp. oral taxon 807	3	3	100
MALT	nt	species	0.02	Homo	Olsenella sp. oral taxon 807	6	6	100
MALT	nt	species	0.02	Gorilla	Olsenella uli	2	3	66.7
MALT	nt	species	0.02	Pan	Olsenella uli	3	3	100
MALT	nt	species	0.02	Homo	Olsenella uli	5	6	83.3
MALT	nt	species	0.02	Pan	Olsenella umbonata	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Olsenella_uli	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Olsenella_uli	4	6	66.7
MALT	nt	genus	0.02	Pan	Oscillibacter	2	3	66.7
MALT	nt	species	0.02	Pan	Oscillibacter valericigenes	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Ottowia	1	1	100
MALT	nt	genus	0.02	Gorilla	Ottowia	2	3	66.7
MALT	nt	genus	0.02	Pan	Ottowia	3	3	100
MALT	nt	genus	0.02	Homo	Ottowia	6	6	100
MALT	nt	species	0.02	Alouatta	Ottowia sp. oral taxon 894	1	1	100
MALT	nt	species	0.02	Gorilla	Ottowia sp. oral taxon 894	2	3	66.7
MALT	nt	species	0.02	Pan	Ottowia sp. oral taxon 894	3	3	100
MALT	nt	species	0.02	Homo	Ottowia sp. oral taxon 894	6	6	100
MALT	nt	genus	0.02	Alouatta	Paenibacillus	1	1	100
MALT	nt	genus	0.02	Gorilla	Paenibacillus	2	3	66.7
MALT	nt	genus	0.02	Pan	Paenibacillus	3	3	100
MALT	nt	genus	0.02	Alouatta	Pandoraea	1	1	100
MALT	nt	genus	0.02	Alouatta	Pantoea	1	1	100
MALT	nt	genus	0.02	Pan	Parabacteroides	2	3	66.7
MALT	nt	genus	0.02	Pan	Parvimonas	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Parvimonas	3	3	100
MALT	nt	species	0.02	Pan	Parvimonas micra	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Parvimonas_micra	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Parvimonas_unclassified	3	3	100
MALT	nt	genus	0.02	Alouatta	Pasteurella	1	1	100
MALT	nt	genus	0.02	Gorilla	Pasteurella	2	3	66.7
MALT	nt	species	0.02	Alouatta	Pasteurella dagmatis	1	1	100
MALT	nt	species	0.02	Alouatta	Pasteurella multocida	1	1	100
MALT	nt	species	0.02	Gorilla	Pasteurella multocida	2	3	66.7
MALT	nt	species	0.02	Alouatta	Pasteurellaceae bacterium NI1060	1	1	100
MALT	nt	species	0.02	Gorilla	Pasteurellaceae bacterium NI1060	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Peptostreptococcaceae_noname	6	6	100
MALT	nt	genus	0.02	Pan	Petrimonas	3	3	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Polaromonas	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Polaromonas_unclassified	1	1	100
MALT	nt	genus	0.02	Pan	Porphyromonas	3	3	100
MALT	nt	genus	0.02	Homo	Porphyromonas	6	6	100
MetaPhlAn2	mp2	genus	0.02	Pan	Porphyromonas	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Porphyromonas	5	6	83.3
MALT	nt	species	0.02	Pan	Porphyromonas gingivalis	3	3	100
MALT	nt	species	0.02	Homo	Porphyromonas gingivalis	6	6	100
MetaPhlAn2	mp2	species	0.02	Pan	Porphyromonas_gingivalis	3	3	100
MALT	nt	genus	0.02	Gorilla	Prevotella	2	3	66.7
MALT	nt	genus	0.02	Pan	Prevotella	3	3	100
MALT	nt	genus	0.02	Homo	Prevotella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Gorilla	Prevotella	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Prevotella	5	6	83.3
MALT	nt	species	0.02	Pan	Prevotella dentalis	3	3	100
MALT	nt	species	0.02	Pan	Prevotella denticola	3	3	100
MALT	nt	species	0.02	Pan	Prevotella enoeca	3	3	100
MALT	nt	species	0.02	Pan	Prevotella intermedia	3	3	100
MALT	nt	species	0.02	Homo	Prevotella intermedia	4	6	66.7
MALT	nt	species	0.02	Pan	Prevotella melaninogenica	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Prevotella_saccharolytica	5	6	83.3
MALT	nt	genus	0.02	Alouatta	Propionibacterium	1	1	100
MALT	nt	genus	0.02	Gorilla	Propionibacterium	3	3	100
MALT	nt	genus	0.02	Pan	Propionibacterium	3	3	100
MALT	nt	genus	0.02	Homo	Propionibacterium	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Propionibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Propionibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Propionibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Propionibacterium	6	6	100
MALT	nt	species	0.02	Alouatta	Propionibacterium freudenreichii	1	1	100
MALT	nt	species	0.02	Gorilla	Propionibacterium freudenreichii	2	3	66.7
MALT	nt	species	0.02	Pan	Propionibacterium freudenreichii	3	3	100
MALT	nt	species	0.02	Homo	Propionibacterium freudenreichii	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Propionibacterium_propionicum	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Propionibacterium_propionicum	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Propionibacterium_propionicum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Propionibacterium_propionicum	6	6	100
MALT	nt	genus	0.02	Alouatta	Pseudarthrobacter	1	1	100
MALT	nt	genus	0.02	Alouatta	Pseudomonas	1	1	100
MALT	nt	genus	0.02	Gorilla	Pseudomonas	3	3	100
MALT	nt	genus	0.02	Pan	Pseudomonas	3	3	100
MALT	nt	genus	0.02	Homo	Pseudomonas	6	6	100
MALT	nt	genus	0.02	Control	Pseudomonas	2	2	100
MALT	nt	species	0.02	Alouatta	Pseudomonas aeruginosa	1	1	100
MALT	nt	species	0.02	Gorilla	Pseudomonas aeruginosa	3	3	100
MALT	nt	genus	0.02	Alouatta	Pseudonocardia	1	1	100
MALT	nt	genus	0.02	Gorilla	Pseudonocardia	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Pseudopropionibacterium	1	1	100
MALT	nt	genus	0.02	Gorilla	Pseudopropionibacterium	3	3	100
MALT	nt	genus	0.02	Pan	Pseudopropionibacterium	3	3	100
MALT	nt	genus	0.02	Homo	Pseudopropionibacterium	6	6	100
MALT	nt	species	0.02	Alouatta	Pseudopropionibacterium propionicum	1	1	100
MALT	nt	species	0.02	Gorilla	Pseudopropionibacterium propionicum	3	3	100
MALT	nt	species	0.02	Pan	Pseudopropionibacterium propionicum	3	3	100
MALT	nt	species	0.02	Homo	Pseudopropionibacterium propionicum	6	6	100
MetaPhlAn2	mp2	genus	0.02	Pan	Pseudoramibacter	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Pseudoramibacter_alactolyticus	3	3	100
MALT	nt	genus	0.02	Alouatta	Pseudoxanthomonas	1	1	100
MALT	nt	genus	0.02	Pan	Pyramidobacter	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Pyramidobacter	3	3	100
MALT	nt	species	0.02	Pan	Pyramidobacter piscolens	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Pyramidobacter_piscolens	3	3	100
MALT	nt	genus	0.02	Alouatta	Rhodococcus	1	1	100
MALT	nt	genus	0.02	Gorilla	Rhodococcus	3	3	100
MALT	nt	genus	0.02	Pan	Rhodococcus	3	3	100
MetaPhlAn2	mp2	genus	0.02	Alouatta	Riemerella	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Riemerella_unclassified	1	1	100
MALT	nt	genus	0.02	Alouatta	Rothia	1	1	100
MALT	nt	genus	0.02	Gorilla	Rothia	2	3	66.7
MALT	nt	genus	0.02	Homo	Rothia	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Alouatta	Rothia	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Rothia	2	3	66.7
MALT	nt	species	0.02	Alouatta	Rothia aeria	1	1	100
MALT	nt	species	0.02	Gorilla	Rothia aeria	2	3	66.7
MALT	nt	species	0.02	Alouatta	Rothia dentocariosa	1	1	100
MALT	nt	species	0.02	Gorilla	Rothia dentocariosa	2	3	66.7
MALT	nt	species	0.02	Alouatta	Rothia mucilaginosa	1	1	100
MALT	nt	species	0.02	Gorilla	Rothia mucilaginosa	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Gorilla	Rothia_dentocariosa	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Alouatta	Rothia_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Rothia_unclassified	2	3	66.7
MALT	nt	genus	0.02	Pan	Ruminiclostridium	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Saccharopolyspora	1	1	100
MALT	nt	species	0.02	Alouatta	Saccharopolyspora erythraea	1	1	100
MALT	nt	genus	0.02	Alouatta	Salmonella	1	1	100
MALT	nt	species	0.02	Alouatta	Salmonella enterica	1	1	100
MALT	nt	genus	0.02	Alouatta	Selenomonas	1	1	100
MALT	nt	genus	0.02	Gorilla	Selenomonas	3	3	100
MALT	nt	genus	0.02	Pan	Selenomonas	3	3	100
MALT	nt	genus	0.02	Homo	Selenomonas	6	6	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Selenomonas	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Selenomonas	4	6	66.7
MALT	nt	species	0.02	Gorilla	Selenomonas sp. oral taxon 126	3	3	100
MALT	nt	species	0.02	Pan	Selenomonas sp. oral taxon 136	3	3	100
MALT	nt	species	0.02	Gorilla	Selenomonas sp. oral taxon 920	3	3	100
MALT	nt	species	0.02	Homo	Selenomonas sp. oral taxon 920	4	6	66.7
MALT	nt	species	0.02	Homo	Selenomonas sputigena	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Gorilla	Selenomonas_noxia	2	3	66.7
MALT	nt	genus	0.02	Alouatta	Serratia	1	1	100
MALT	nt	genus	0.02	Gorilla	Serratia	2	3	66.7
MALT	nt	species	0.02	Alouatta	Serratia marcescens	1	1	100
MALT	nt	genus	0.02	Pan	Slackia	3	3	100
MetaPhlAn2	mp2	genus	0.02	Pan	Slackia	3	3	100
