study_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_model	library_name	library_layout	library_strategy	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB18629	ERS1600850	ERX1944044	ERR1883543	Illumina MiSeq	R3851	PAIRED	Targeted-Capture	1115127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883543/ERR1883543.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883543/ERR1883543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883543/ERR1883543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3851.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3851.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883543
PRJEB18629	ERS1600851	ERX1944045	ERR1883544	Illumina MiSeq	R4096	PAIRED	Targeted-Capture	1378745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883544/ERR1883544.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883544/ERR1883544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883544/ERR1883544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4096.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4096.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883544
PRJEB18629	ERS1600852	ERX1944046	ERR1883545	Illumina MiSeq	R4095	PAIRED	Targeted-Capture	1817382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883545/ERR1883545.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883545/ERR1883545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883545/ERR1883545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4095.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4095.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883545
PRJEB18629	ERS1600853	ERX1944047	ERR1883546	Illumina MiSeq	R4094	PAIRED	Targeted-Capture	1529654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883546/ERR1883546.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883546/ERR1883546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883546/ERR1883546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4094.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4094.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883546
PRJEB18629	ERS1600854	ERX1944048	ERR1883547	Illumina MiSeq	R4093	PAIRED	Targeted-Capture	1454000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883547/ERR1883547.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883547/ERR1883547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883547/ERR1883547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4093.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4093.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883547
PRJEB18629	ERS1600855	ERX1944049	ERR1883548	Illumina MiSeq	R4269	PAIRED	Targeted-Capture	490710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883548/ERR1883548.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883548/ERR1883548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883548/ERR1883548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4269.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4269.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883548
PRJEB18629	ERS1600856	ERX1944050	ERR1883549	Illumina MiSeq	R4270	PAIRED	Targeted-Capture	902943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883549/ERR1883549.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883549/ERR1883549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883549/ERR1883549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4270.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4270.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883549
PRJEB18629	ERS1600857	ERX1944051	ERR1883550	Illumina MiSeq	R4271	PAIRED	Targeted-Capture	849379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883550/ERR1883550.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883550/ERR1883550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883550/ERR1883550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4271.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4271.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883550
PRJEB18629	ERS1600858	ERX1944052	ERR1883551	Illumina MiSeq	R4272	PAIRED	Targeted-Capture	1040737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883551/ERR1883551.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883551/ERR1883551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883551/ERR1883551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4272.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4272.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883551
PRJEB18629	ERS1600859	ERX1944053	ERR1883552	Illumina MiSeq	R4237	PAIRED	Targeted-Capture	645336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883552/ERR1883552.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883552/ERR1883552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883552/ERR1883552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4237.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4237.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883552
PRJEB18629	ERS1600860	ERX1944054	ERR1883553	Illumina MiSeq	R4238	PAIRED	Targeted-Capture	836494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883553/ERR1883553.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883553/ERR1883553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883553/ERR1883553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4238.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4238.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883553
PRJEB18629	ERS1600861	ERX1944055	ERR1883554	Illumina MiSeq	R4239	PAIRED	Targeted-Capture	927515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883554/ERR1883554.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883554/ERR1883554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883554/ERR1883554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4239.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4239.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883554
PRJEB18629	ERS1600862	ERX1944056	ERR1883555	Illumina MiSeq	R4240	PAIRED	Targeted-Capture	966758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883555/ERR1883555.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883555/ERR1883555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883555/ERR1883555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4240.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4240.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883555
PRJEB18629	ERS1600863	ERX1944057	ERR1883556	Illumina MiSeq	R4241	PAIRED	Targeted-Capture	786921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883556/ERR1883556.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883556/ERR1883556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883556/ERR1883556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4241.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4241.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883556
PRJEB18629	ERS1600864	ERX1944058	ERR1883557	Illumina MiSeq	R4242	PAIRED	Targeted-Capture	827155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883557/ERR1883557.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883557/ERR1883557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883557/ERR1883557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4242.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4242.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883557
PRJEB18629	ERS1600865	ERX1944059	ERR1883558	Illumina MiSeq	R4243	PAIRED	Targeted-Capture	885478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883558/ERR1883558.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883558/ERR1883558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883558/ERR1883558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4243.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4243.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883558
PRJEB18629	ERS1600866	ERX1944060	ERR1883559	Illumina MiSeq	R4244	PAIRED	Targeted-Capture	880925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883559/ERR1883559.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883559/ERR1883559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883559/ERR1883559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4244.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4244.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883559
PRJEB18629	ERS1600867	ERX1944061	ERR1883560	Illumina MiSeq	R4245	PAIRED	Targeted-Capture	774706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883560/ERR1883560.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883560/ERR1883560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883560/ERR1883560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4245.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4245.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883560
PRJEB18629	ERS1600868	ERX1944062	ERR1883561	Illumina MiSeq	L5676	PAIRED	Targeted-Capture	634431	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883561/ERR1883561.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883561/ERR1883561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883561/ERR1883561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5676.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5676.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883561
PRJEB18629	ERS1600869	ERX1944063	ERR1883562	Illumina MiSeq	L5677	PAIRED	Targeted-Capture	794677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883562/ERR1883562.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883562/ERR1883562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883562/ERR1883562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5677.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5677.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883562
PRJEB18629	ERS1600870	ERX1944064	ERR1883563	Illumina MiSeq	R3852	PAIRED	Targeted-Capture	2544429	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883563/ERR1883563.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883563/ERR1883563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883563/ERR1883563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3852.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3852.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883563
PRJEB18629	ERS1600871	ERX1944065	ERR1883564	Illumina MiSeq	L5678	PAIRED	Targeted-Capture	34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883564/ERR1883564.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883564/ERR1883564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883564/ERR1883564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5678.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5678.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883564
PRJEB18629	ERS1600872	ERX1944066	ERR1883565	Illumina MiSeq	L5679	PAIRED	Targeted-Capture	32513	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883565/ERR1883565.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883565/ERR1883565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883565/ERR1883565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5679.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5679.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883565
PRJEB18629	ERS1600873	ERX1944067	ERR1883566	Illumina MiSeq	L5680	PAIRED	Targeted-Capture	3822	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883566/ERR1883566.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883566/ERR1883566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883566/ERR1883566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5680.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5680.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883566
PRJEB18629	ERS1600874	ERX1944068	ERR1883567	Illumina MiSeq	L5681	PAIRED	Targeted-Capture	881490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883567/ERR1883567.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883567/ERR1883567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883567/ERR1883567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5681.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5681.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883567
PRJEB18629	ERS1600875	ERX1944069	ERR1883568	Illumina MiSeq	L5682	PAIRED	Targeted-Capture	961549	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883568/ERR1883568.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883568/ERR1883568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883568/ERR1883568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5682.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5682.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883568
PRJEB18629	ERS1600876	ERX1944070	ERR1883569	Illumina MiSeq	L5683	PAIRED	Targeted-Capture	763568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883569/ERR1883569.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883569/ERR1883569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883569/ERR1883569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5683.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5683.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883569
PRJEB18629	ERS1600877	ERX1944071	ERR1883570	Illumina MiSeq	R3853	PAIRED	Targeted-Capture	1555085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883570/ERR1883570.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883570/ERR1883570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883570/ERR1883570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3853.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3853.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883570
PRJEB18629	ERS1600878	ERX1944072	ERR1883571	Illumina MiSeq	R3854	PAIRED	Targeted-Capture	1511552	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883571/ERR1883571.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883571/ERR1883571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883571/ERR1883571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3854.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3854.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883571
PRJEB18629	ERS1600879	ERX1944073	ERR1883572	Illumina MiSeq	L5684	PAIRED	Targeted-Capture	725992	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883572/ERR1883572.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883572/ERR1883572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883572/ERR1883572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5684.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5684.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883572
PRJEB18629	ERS1600880	ERX1944074	ERR1883573	Illumina MiSeq	L5685	PAIRED	Targeted-Capture	1311921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883573/ERR1883573.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883573/ERR1883573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883573/ERR1883573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5685.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5685.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883573
PRJEB18629	ERS1600881	ERX1944075	ERR1883574	Illumina MiSeq	L5686	PAIRED	Targeted-Capture	3368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883574/ERR1883574.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883574/ERR1883574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883574/ERR1883574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5686.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5686.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883574
PRJEB18629	ERS1600882	ERX1944076	ERR1883575	Illumina MiSeq	R3855	PAIRED	Targeted-Capture	2005358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883575/ERR1883575.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883575/ERR1883575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883575/ERR1883575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3855.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R3855.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883575
PRJEB18629	ERS1600883	ERX1944077	ERR1883576	Illumina MiSeq	R4069	PAIRED	Targeted-Capture	1797322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883576/ERR1883576.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883576/ERR1883576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883576/ERR1883576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4069.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4069.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883576
PRJEB18629	ERS1600884	ERX1944078	ERR1883577	Illumina MiSeq	R4070	PAIRED	Targeted-Capture	1516998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883577/ERR1883577.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883577/ERR1883577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883577/ERR1883577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4070.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4070.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883577
PRJEB18629	ERS1600885	ERX1944079	ERR1883578	Illumina MiSeq	R4071	PAIRED	Targeted-Capture	1510555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883578/ERR1883578.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883578/ERR1883578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883578/ERR1883578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4071.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4071.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883578
PRJEB18629	ERS1600886	ERX1944080	ERR1883579	Illumina MiSeq	R4072	PAIRED	Targeted-Capture	1735710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883579/ERR1883579.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883579/ERR1883579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883579/ERR1883579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4072.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4072.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883579
PRJEB18629	ERS1600887	ERX1944081	ERR1883580	Illumina MiSeq	R4100	PAIRED	Targeted-Capture	2338768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883580/ERR1883580.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883580/ERR1883580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883580/ERR1883580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4100.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4100.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883580
PRJEB18629	ERS1600888	ERX1944082	ERR1883581	Illumina MiSeq	R4102	PAIRED	Targeted-Capture	1381278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883581/ERR1883581.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883581/ERR1883581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883581/ERR1883581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4102.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R4102.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883581
