sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_reads_mapped_prior_rmdup_qf	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	percent_endogenous_dna_qf	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	species	mapping_params
Sample 46/115	JAE007.A0101	66419551	19930	9879	174	9705	0.03	0.015	1.018	0.3334	0.8912	24.06	4.83	1.33	0.7	0.51	0.006	0.0135	0.0069	0.0097	80.91	76	49.79	Poryphormonas_gingivalis	strict
Sample 47/115	JAE008.A0101	65296039	15907	5879	175	5704	0.024	0.009	1.031	0.1963	1.7571	2.35	1.98	1.67	1.43	1.27	0.0159	0.0127	0.0161	0.0227	81.04	76	47.09	Poryphormonas_gingivalis	strict
Sample 48/115	JAE009.A0101	66062410	534007	465301	17150	448151	0.808	0.704	1.038	15.3305	10.5209	83.87	82.67	81.68	80.77	79.84	0.0052	0.0091	0.005	0.0105	80.56	76	50.28	Poryphormonas_gingivalis	strict
Sample 49/115	JAE010.A0101	60027336	119590	99715	2013	97702	0.199	0.166	1.021	3.376	3.0706	78.96	70.53	58.4	44.42	30.95	0.0074	0.0088	0.0082	0.0112	81.37	76	50.13	Poryphormonas_gingivalis	strict
Sample 50/115	JAE012.A0101	62752277	32817	20324	449	19875	0.052	0.032	1.023	0.6953	1.4551	41.61	14.77	4.54	1.76	0.96	0.0093	0.0077	0.0067	0.0068	82.39	76	49.84	Poryphormonas_gingivalis	strict
Sample 51/115	JAE013.A0101	38954329	7842	2726	40	2686	0.02	0.007	1.015	0.0935	0.4309	7.07	1.07	0.48	0.3	0.2	0.0102	0.0083	0.0132	0.0083	81.95	76	49.43	Poryphormonas_gingivalis	strict
Sample 52/115	JAE014.A0101	68620482	214182	170113	5949	164164	0.312	0.248	1.036	5.7951	9.7408	80.8	76.41	70.04	61.37	50.94	0.021	0.0193	0.0256	0.0243	83.13	76	50.17	Poryphormonas_gingivalis	strict
Sample 53/115	JAE015.A0101	57512281	308091	253647	12859	240788	0.536	0.441	1.053	8.4885	14.6996	81.57	79.13	76.08	71.83	66.2	0.0125	0.0112	0.0158	0.0141	83.02	76	50.6	Poryphormonas_gingivalis	strict
Sample 54/115	JAE016.A0101	94564553	885479	754357	48423	705934	0.936	0.798	1.069	24.4797	27.1416	83.6	82.76	82.13	81.57	81.02	0.0089	0.01	0.0094	0.0113	81.66	76	49.97	Poryphormonas_gingivalis	strict
Sample 55/115	KNP001.A0102	16260023	25520	18721	388	18333	0.157	0.115	1.021	0.5144	0.9809	34.66	10.08	2.97	1.23	0.74	0.0731	0.0627	0.0788	0.0652	66.07	64	47.98	Poryphormonas_gingivalis	strict
Sample 56/115	KNP003.A0102	10394445	5305	2477	55	2422	0.051	0.024	1.023	0.0649	0.5445	3.58	0.7	0.47	0.39	0.32	0.0489	0.0712	0.0758	0.0695	63.12	61	48.51	Poryphormonas_gingivalis	strict
Sample 57/115	KNP004.A0102	184494	634	502	13	489	0.344	0.272	1.027	0.0138	0.119	1.35	0.02	0	0	0	0.0394	0.0303	0.0583	0.0451	66.37	65	48.82	Poryphormonas_gingivalis	strict
Sample 58/115	KNP005.A0102	11095033	15587	11362	267	11095	0.14	0.102	1.024	0.3273	0.7395	23.85	5.61	1.65	0.67	0.37	0.0606	0.0442	0.0694	0.0599	69.45	71	48.06	Poryphormonas_gingivalis	strict
Sample 59/115	KNP006.A0102	11159677	11678	7326	162	7164	0.105	0.066	1.023	0.1931	0.5698	14.89	2.63	0.82	0.41	0.23	0.0837	0.0636	0.0772	0.0541	63.47	60	48.12	Poryphormonas_gingivalis	strict
Sample 60/115	KNP007.A0102	9160659	10843	6859	140	6719	0.118	0.075	1.021	0.1991	0.6819	13.86	2.78	1.16	0.72	0.49	0.0712	0.0601	0.1011	0.0735	69.79	70	48.55	Poryphormonas_gingivalis	strict
Sample 61/115	KNP009.A0102	11345038	58188	42540	881	41659	0.513	0.375	1.021	1.2321	1.4272	60.03	34.45	16.38	6.87	2.77	0.0945	0.0635	0.1034	0.072	69.65	70	47.65	Poryphormonas_gingivalis	strict
Sample 62/115	LIS001.A0101	10615930	13416	8635	191	8444	0.126	0.081	1.023	0.2065	0.5311	16.62	2.84	0.75	0.27	0.11	0.0805	0.0556	0.0985	0.0663	57.58	53	49.02	Poryphormonas_gingivalis	strict
Sample 63/115	LIS002.A0101	11561710	4285	2342	56	2286	0.037	0.02	1.024	0.0457	0.2281	4.21	0.32	0.04	0.01	0	0.1227	0.0713	0.1135	0.071	47.11	42	48.04	Poryphormonas_gingivalis	strict
Sample 64/115	LIS003.A0101	10417160	5757	2770	49	2721	0.055	0.027	1.018	0.0622	0.315	4.96	0.79	0.27	0.12	0.05	0.0728	0.0683	0.0865	0.0625	53.81	48	48.12	Poryphormonas_gingivalis	strict
Sample 65/115	LOB001.A0101	8770905	539	6	0	6	0.006	0	1	1e-4	0.0101	0.01	0	0	0	0	0	0	0	0	40.17	39	53.53	Poryphormonas_gingivalis	strict
Sample 66/115	MOA001.A0101	15176910	17286	11957	237	11720	0.114	0.079	1.02	0.2668	1.0458	12.52	4.83	2.91	1.93	1.3	0.223	0.1118	0.2249	0.1022	53.62	48	50.33	Poryphormonas_gingivalis	strict
Sample 67/115	MTK001.A0101	8268804	765	16	0	16	0.009	0	1	3e-4	0.0183	0.03	0	0	0	0	0	0	0	0	49.44	44	51.33	Poryphormonas_gingivalis	strict
Sample 68/115	MTM001.A0101	3486856	2055	1129	77	1052	0.059	0.032	1.073	0.0258	0.1609	2.54	0.04	0	0	0	0.0183	0.0187	0.0321	0.0189	57.68	52	50.2	Poryphormonas_gingivalis	strict
Sample 69/115	MTM002.A0101	3065269	242	1	0	1	0.008	0	1	0	0.0036	0	0	0	0	0	0	0	0	0	31	31	51.61	Poryphormonas_gingivalis	strict
Sample 70/115	MTM003.A0101	34546048	110873	90641	4760	85881	0.321	0.262	1.055	2.524	4.1873	71.25	53.72	35.97	21.93	13.05	0.0178	0.0197	0.0175	0.0224	69.21	73	50.64	Poryphormonas_gingivalis	strict
Sample 71/115	MTM004.A0101	4106490	4362	2741	239	2502	0.106	0.067	1.096	0.0592	0.2458	5.68	0.23	0.01	0	0	0.089	0.0495	0.0915	0.0517	55.68	50	48.57	Poryphormonas_gingivalis	strict
Sample 72/115	MTM005.A0101	3434086	618	107	10	97	0.018	0.003	1.103	0.0025	0.051	0.25	0	0	0	0	0.0769	0	0.1034	0.0714	61.39	59	51.02	Poryphormonas_gingivalis	strict
Sample 73/115	MTM006.A0101	7069851	1112	299	23	276	0.016	0.004	1.083	0.0065	0.0851	0.62	0.02	0.01	0	0	0.0984	0.0278	0.0423	0.0282	55.35	52	50.78	Poryphormonas_gingivalis	strict
Sample 74/115	MTM008.A0101	5164298	699	97	10	87	0.014	0.002	1.115	0.0025	0.0504	0.25	0	0	0	0	0	0	0.0526	0.04	67.85	66	52.79	Poryphormonas_gingivalis	strict
Sample 75/115	MTM009.A0101	2385491	1841	1015	88	927	0.077	0.043	1.095	0.0223	0.1734	1.96	0.19	0.04	0.02	0.01	0.0287	0.0229	0.0756	0.0531	56.68	52	50.98	Poryphormonas_gingivalis	strict
Sample 76/115	MTM010.A0101	9123626	2269	21	0	21	0.025	0	1	5e-4	0.0229	0.04	0	0	0	0	0	0	0	0	51.38	47	47.08	Poryphormonas_gingivalis	strict
Sample 77/115	MTM011.A0101	4775010	475	31	4	27	0.01	0.001	1.148	7e-4	0.0284	0.07	0	0	0	0	0	0	0	0	63.89	64	48.81	Poryphormonas_gingivalis	strict
Sample 78/115	MTM012.A0101	10623025	1237	13	0	13	0.012	0	1	4e-4	0.0187	0.04	0	0	0	0	0	0	0	0	63.54	64	51.94	Poryphormonas_gingivalis	strict
Sample 79/115	MTM013.A0101	7105486	1404	187	9	178	0.02	0.003	1.051	0.0043	0.0664	0.43	0.01	0	0	0	0	0.0513	0	0.0417	57.14	53	50.33	Poryphormonas_gingivalis	strict
Sample 80/115	MTS001.A0101	6540914	1081	133	6	127	0.017	0.002	1.047	0.0034	0.0627	0.32	0.02	0	0	0	0.0385	0	0	0	63.72	61	51.15	Poryphormonas_gingivalis	strict
Sample 81/115	MTS002.A0101	6562562	769	44	3	41	0.012	0.001	1.073	0.0011	0.0342	0.11	0	0	0	0	0	0.1429	0	0	64.68	60	50.04	Poryphormonas_gingivalis	strict
Sample 82/115	MTS003.A0101	7532301	6989	4653	199	4454	0.093	0.062	1.045	0.1055	0.3311	9.83	0.68	0.04	0	0	0.0762	0.0471	0.0549	0.0537	55.78	53	49.31	Poryphormonas_gingivalis	strict
Sample 83/115	OAK001.A0101	11211671	1521	674	190	484	0.014	0.006	1.393	0.007	0.0905	0.64	0.05	0.01	0	0	0.2696	0.1455	0.3697	0.1412	33.97	33	43.86	Poryphormonas_gingivalis	strict
Sample 84/115	OAK002.A0101	14005970	3896	1016	34	982	0.028	0.007	1.035	0.0157	0.1264	1.55	0.02	0	0	0	0.3622	0.1288	0.2798	0.1564	37.66	35	47.15	Poryphormonas_gingivalis	strict
Sample 85/115	OAK003.A0101	17189509	10649	5539	125	5414	0.062	0.032	1.023	0.1116	0.5155	7.57	1.69	0.79	0.42	0.26	0.2278	0.1009	0.2036	0.1149	48.55	42	49.68	Poryphormonas_gingivalis	strict
Sample 86/115	OAK004.A0101	13488774	10458	5274	257	5017	0.078	0.039	1.051	0.0859	0.3002	8.03	0.52	0.03	0	0	0.3706	0.1281	0.3838	0.1426	40.3	37	47.15	Poryphormonas_gingivalis	strict
Sample 87/115	OAK005.A0101	16940328	2296	295	6	289	0.014	0.002	1.021	0.0056	0.0979	0.43	0.09	0.03	0.01	0	0.1724	0.1296	0.1356	0.1094	45.4	40	45.23	Poryphormonas_gingivalis	strict
Sample 88/115	OME002.A0101	13994463	16520	9091	214	8877	0.118	0.065	1.024	0.2308	0.7441	14.58	4.62	1.71	0.79	0.46	0.0317	0.0319	0.0421	0.0351	61.21	58	48.44	Poryphormonas_gingivalis	strict
Sample 89/115	OME003.A0101	13956736	34328	18946	429	18517	0.246	0.136	1.023	0.5113	1.2367	23.88	12.52	6.69	3.56	1.83	0.0467	0.0448	0.0491	0.0405	65.03	64	48.11	Poryphormonas_gingivalis	strict
Sample 90/115	OME005.A0101	9470819	1020	69	1	68	0.011	0.001	1.015	0.0018	0.0431	0.18	0	0	0	0	0	0	0.05	0	62.09	60	49.21	Poryphormonas_gingivalis	strict
Sample 91/115	OME007.A0101	11490181	1225	10	1	9	0.011	0	1.111	2e-4	0.0145	0.02	0	0	0	0	0	0	0.3333	0.3333	54.89	40	49.49	Poryphormonas_gingivalis	strict
Sample 92/115	OME009.A0101	7422246	644	3	0	3	0.009	0	1	1e-4	0.0073	0.01	0	0	0	0	0	0	0	0	41.67	44	48.8	Poryphormonas_gingivalis	strict
Sample 93/115	PES001.B0101	11872279	921	86	13	73	0.008	0.001	1.178	0.0015	0.0407	0.14	0.01	0	0	0	0.2632	0.2222	0	0.1429	48.04	43	50.21	Poryphormonas_gingivalis	strict
Sample 94/115	PYK001.A0101	15248245	8120	5255	116	5139	0.053	0.034	1.023	0.0954	0.3387	8.43	0.89	0.16	0.04	0.01	0.144	0.0735	0.1227	0.0884	43.71	40	48.94	Poryphormonas_gingivalis	strict
Sample 95/115	PYK002.A0101	17218978	38571	25709	581	25128	0.224	0.149	1.023	0.5088	1.3423	29.01	8.8	3.61	2.18	1.58	0.1098	0.0627	0.115	0.0664	47.69	43	49.94	Poryphormonas_gingivalis	strict
Sample 96/115	PYK003.A0101	14732223	16896	9930	196	9734	0.115	0.067	1.02	0.2239	0.9558	12.18	3.54	1.91	1.23	0.82	0.099	0.07	0.0906	0.0683	54.17	48	48.32	Poryphormonas_gingivalis	strict
Sample 97/115	PYK004.A0101	16708305	7351	4191	93	4098	0.044	0.025	1.023	0.0936	0.3733	7.62	1.11	0.37	0.15	0.06	0.1063	0.0685	0.1099	0.0632	53.78	49	50.15	Poryphormonas_gingivalis	strict
Sample 98/115	PYK005.A0101	21468513	26670	17316	349	16967	0.124	0.081	1.021	0.3788	0.66	29.58	6.87	1.21	0.19	0.03	0.1186	0.08	0.1245	0.0884	52.58	48	48.59	Poryphormonas_gingivalis	strict
Sample 99/115	SPM001.A0101	4576676	87	42	32	10	0.002	0.001	4.2	3e-4	0.0273	0.01	0.01	0.01	0	0	0	0	0	0	65.9	74.5	44.46	Poryphormonas_gingivalis	strict
Sample 100/115	SPM002.A0101	2095474	29	8	5	3	0.001	0	2.667	1e-4	0.0124	0.01	0	0	0	0	0	0	0	0	70	75	45.24	Poryphormonas_gingivalis	strict
Sample 101/115	TAF008.B0101	11524885	5391	2886	449	2437	0.047	0.025	1.184	0.0425	0.2616	3.46	0.49	0.17	0.06	0.03	0.312	0.1806	0.3072	0.1199	41.07	38	48.67	Poryphormonas_gingivalis	strict
Sample 102/115	TAF016.B0101	4769590	21	4	0	4	0	0	1	1e-4	0.0159	0.01	0.01	0	0	0	0	0	0	0	75	75.5	45.67	Poryphormonas_gingivalis	strict
Sample 103/115	TAF017.A0101	19456044	4105	2026	1353	673	0.021	0.01	3.01	0.0121	0.2711	0.3	0.24	0.16	0.14	0.11	0.5062	0.0583	0.2067	0.0816	42.3	40	42.77	Poryphormonas_gingivalis	strict
Sample 104/115	TAF018.A0101	14681780	4447	2316	724	1592	0.03	0.016	1.455	0.0312	0.1824	2.97	0.14	0.01	0	0	0.3226	0.1585	0.3385	0.1518	46.11	41	49.61	Poryphormonas_gingivalis	strict
Sample 105/115	VLC001.A0101	34450702	691861	623132	17670	605462	2.008	1.809	1.029	27.845	16.3416	84.15	83.17	82.46	81.81	81.23	0.008	0.0104	0.0074	0.0101	108.3	99	49.87	Poryphormonas_gingivalis	strict
Sample 106/115	VLC002.A0101	15733227	8452	5818	129	5689	0.054	0.037	1.023	0.2141	0.6563	16.44	2.58	0.73	0.45	0.31	0.0164	0.024	0.0139	0.0152	88.61	82	49.9	Poryphormonas_gingivalis	strict
Sample 107/115	VLC003.A0101	26094614	4410	1023	20	1003	0.017	0.004	1.02	0.0397	0.3354	2.48	0.54	0.35	0.24	0.16	0.0072	0.0236	0.0123	0.0237	93.27	84	50.58	Poryphormonas_gingivalis	strict
Sample 108/115	VLC004.A0101	43315114	32974	26107	637	25470	0.076	0.06	1.025	1.1993	2.1601	57.62	30.44	13.07	5.12	2.21	0.0123	0.0151	0.0099	0.0138	110.89	103	49.47	Poryphormonas_gingivalis	strict
Sample 109/115	VLC005.A0101	44131346	50645	38856	1048	37808	0.115	0.088	1.028	1.5765	2.6622	62.64	37.44	19.11	9.34	5.06	0.0553	0.0423	0.0472	0.0403	98.19	89	48.44	Poryphormonas_gingivalis	strict
Sample 110/115	VLC008.A0101	35776120	43581	31649	982	30667	0.122	0.088	1.032	1.5597	6.409	35.73	15.27	9.43	7.38	6.19	0.0165	0.0198	0.0168	0.0157	119.77	112	50.93	Poryphormonas_gingivalis	strict
Sample 111/115	VLC009.A0101	33664784	9941	6098	207	5891	0.03	0.018	1.035	0.2733	1.6492	10.98	2.83	1.76	1.39	1.17	0.0298	0.0228	0.0244	0.0269	109.24	100	49.04	Poryphormonas_gingivalis	strict
Sample 112/115	VLC010.A0101	19113086	1737	946	35	911	0.009	0.005	1.038	0.0439	0.2198	4.12	0.23	0.04	0	0	0.0161	0.0088	0.0159	0.0173	113.46	106	50.1	Poryphormonas_gingivalis	strict
Sample 113/115	VLD001.A0101	9040714	746	115	21	94	0.008	0.001	1.223	0.0021	0.0461	0.21	0	0	0	0	0.1429	0.04	0.15	0.0435	53.32	46.5	50.36	Poryphormonas_gingivalis	strict
Sample 114/115	WAL001.A0101	14881423	1154	90	0	90	0.008	0.001	1	0.0017	0.0406	0.17	0	0	0	0	0.0769	0.0588	0.1364	0.0625	43.23	39.5	49.4	Poryphormonas_gingivalis	strict
Sample 115/115	ZAF001.A0101	8749845	849	110	47	63	0.01	0.001	1.746	0.0016	0.0431	0.15	0.01	0	0	0	0.0667	0.0667	0	0	60.22	56	51.53	Poryphormonas_gingivalis	strict
Sample 1/107	ABM006.A0101	8057367	108888	73428	2085	71343	1.351	0.911	1.029	0.8574	1.1726	48.37	22.28	9.23	3.61	1.31	0.0418	0.0355	0.0414	0.0368	41.45	37	66.36	Pseudopropionibacterium_propionicum	strict
Sample 2/107	ABM007.A0101	12981357	4802	994	23	971	0.037	0.008	1.024	0.0119	0.2068	0.65	0.22	0.11	0.07	0.05	0.0505	0.0263	0.0498	0.0446	42.4	37	64.14	Pseudopropionibacterium_propionicum	strict
Sample 3/107	ABM008.A0101	5032357	29861	13777	382	13395	0.593	0.274	1.029	0.1567	0.4578	12.54	2.53	0.5	0.08	0.01	0.0518	0.036	0.0449	0.0408	40.37	37	66.2	Pseudopropionibacterium_propionicum	strict
Sample 4/107	BAN001.A0101	10106625	148	20	5	15	0.001	0	1.333	2e-4	0.0126	0.02	0	0	0	0	0	0.1429	0	0	36.6	34	62.84	Pseudopropionibacterium_propionicum	strict
Sample 5/107	BIT001.A0101	23239961	78413	47128	997	46131	0.337	0.203	1.022	0.671	1.1304	36.65	17.44	7.73	3.16	1.22	0.042	0.0358	0.039	0.0369	50.17	45	66.28	Pseudopropionibacterium_propionicum	strict
Sample 6/107	BSQ001.A0101	10866912	20435	12503	272	12231	0.188	0.115	1.022	0.1442	0.3941	12.97	1.32	0.12	0.01	0	0.1577	0.0746	0.1682	0.0812	40.67	37	65.42	Pseudopropionibacterium_propionicum	strict
Sample 7/107	CDC005.A0101	4526782	5608	2575	144	2431	0.124	0.057	1.059	0.0324	0.1855	3.09	0.13	0.01	0	0	0.0426	0.0349	0.0386	0.0383	45.95	42	65.77	Pseudopropionibacterium_propionicum	strict
Sample 8/107	CDC006.A0101	15120313	21257	9138	132	9006	0.141	0.06	1.015	0.1104	0.3822	9.33	1.33	0.24	0.07	0.03	0.0275	0.0249	0.0297	0.0316	42.28	38	65.42	Pseudopropionibacterium_propionicum	strict
Sample 9/107	CDC007.A0101	15878673	8945	1693	59	1634	0.056	0.011	1.036	0.0172	0.2573	0.99	0.28	0.14	0.09	0.06	0.0229	0.0159	0.0172	0.0104	36.29	34	65.2	Pseudopropionibacterium_propionicum	strict
Sample 10/107	CDC008.A0101	15094966	26136	12362	318	12044	0.173	0.082	1.026	0.1375	0.416	11.46	1.92	0.31	0.05	0.01	0.0401	0.029	0.0434	0.0384	39.37	36	64.83	Pseudopropionibacterium_propionicum	strict
Sample 11/107	CDC009.A0101	14286106	3906	933	15	918	0.027	0.007	1.016	0.0115	0.121	1.09	0.03	0.01	0.01	0	0.04	0.0497	0.0252	0.028	43.35	38	64.44	Pseudopropionibacterium_propionicum	strict
Sample 12/107	CDC010.A0101	15031925	92504	45694	1316	44378	0.615	0.304	1.03	0.5228	1.0217	28.9	13.45	5.97	2.44	0.96	0.0368	0.0292	0.0403	0.034	40.64	37	65.54	Pseudopropionibacterium_propionicum	strict
Sample 13/107	CDC011.A0101	9141614	4677	1405	69	1336	0.051	0.015	1.052	0.0182	0.1566	1.63	0.12	0.03	0.02	0.01	0.0137	0.0302	0.0295	0.007	47.02	43	66.23	Pseudopropionibacterium_propionicum	strict
Sample 14/107	DJA002.A0101	11978137	47069	24475	853	23622	0.393	0.204	1.036	0.2615	0.6953	18.37	5.11	1.43	0.46	0.22	0.027	0.0242	0.0277	0.0229	38.19	35	66.09	Pseudopropionibacterium_propionicum	strict
Sample 15/107	DJA006.A0101	13754707	11445	4599	112	4487	0.083	0.033	1.025	0.0527	0.2774	4.67	0.42	0.07	0.03	0.02	0.0333	0.0185	0.0262	0.0303	40.49	36	66.44	Pseudopropionibacterium_propionicum	strict
Sample 16/107	DJA007.A0101	17395667	82199	41930	1003	40927	0.473	0.241	1.025	0.4995	1.0487	28.16	12.32	5.26	2.14	0.85	0.0379	0.0334	0.0389	0.0334	42.1	38	66.35	Pseudopropionibacterium_propionicum	strict
Sample 17/107	EBO001.A0101	15767290	540220	295382	16341	279041	3.426	1.873	1.059	3.3138	4.5851	57.38	46.23	38.87	33.05	28.24	0.0329	0.0286	0.0342	0.0281	40.96	37	66.41	Pseudopropionibacterium_propionicum	strict
Sample 18/107	EBO003.A0101	20549945	165085	94793	6387	88406	0.803	0.461	1.072	1.0468	1.5165	50.88	27.91	13.7	6.16	2.68	0.0408	0.0352	0.042	0.0375	40.84	37	66.29	Pseudopropionibacterium_propionicum	strict
Sample 19/107	EBO008.A0101	11592824	24307	11400	271	11129	0.21	0.098	1.024	0.1406	0.4399	11.41	2.1	0.39	0.09	0.03	0.0316	0.03	0.0353	0.0297	43.59	39	66.27	Pseudopropionibacterium_propionicum	strict
Sample 20/107	EBO009.A0101	3668406	10633	5611	138	5473	0.29	0.153	1.025	0.0653	0.2717	6.01	0.43	0.06	0.02	0.01	0.0367	0.023	0.0356	0.0271	41.14	37	66.03	Pseudopropionibacterium_propionicum	strict
Sample 21/107	ECO002.B0101	24662284	117023	67269	1490	65779	0.475	0.273	1.023	0.7545	1.0505	45.74	19.01	7.06	2.4	0.8	0.2796	0.1154	0.2845	0.1233	39.56	37	64.26	Pseudopropionibacterium_propionicum	strict
Sample 22/107	ECO004.B0101	20400171	186700	108155	5850	102305	0.915	0.53	1.057	1.1471	1.3955	56.89	30.72	15.05	6.87	2.99	0.283	0.1247	0.291	0.127	38.68	36	64.12	Pseudopropionibacterium_propionicum	strict
Sample 23/107	ECO006.B0101	10488914	5005	2547	116	2431	0.048	0.024	1.048	0.0268	0.1683	2.59	0.08	0.01	0	0	0.2725	0.1069	0.2723	0.0976	38.05	35	64.56	Pseudopropionibacterium_propionicum	strict
Sample 24/107	ECO010.B0101	12246134	3267	396	10	386	0.027	0.003	1.026	0.0038	0.0983	0.23	0.08	0.03	0.02	0.01	0.1062	0.0403	0.1389	0.0741	34.35	33	64.28	Pseudopropionibacterium_propionicum	strict
Sample 25/107	EMN001.A0101	12579489	187715	104513	3040	101473	1.492	0.831	1.03	1.5343	1.9658	59.09	37.33	23.07	13.95	8.28	0.1801	0.0762	0.1862	0.0791	52.15	45	65.18	Pseudopropionibacterium_propionicum	strict
Sample 26/107	ESA003.A0101	10129501	416094	289289	6914	282375	4.108	2.856	1.024	4.2469	3.4851	84.66	74.49	63.59	52.27	41.39	0.0355	0.0331	0.0356	0.0341	51.88	47	65.49	Pseudopropionibacterium_propionicum	strict
Sample 27/107	ESA004.A0101	7824141	407014	273040	6899	266141	5.202	3.49	1.026	3.52	3.34	77.55	63.77	52.2	42.2	33.44	0.0471	0.0393	0.0467	0.0411	45.62	41	65.15	Pseudopropionibacterium_propionicum	strict
Sample 28/107	ESA006.A0101	11233426	440010	300502	7398	293104	3.917	2.675	1.025	4.4254	3.8804	82.95	71.16	60.33	50.67	42.12	0.0501	0.0413	0.0519	0.0422	52.08	46	66.05	Pseudopropionibacterium_propionicum	strict
Sample 29/107	ESA007.A0101	9903431	123310	92565	1962	90603	1.245	0.935	1.022	1.3388	1.3725	66	37.62	18.28	7.67	2.82	0.0366	0.0332	0.0365	0.0341	50.97	46	65.47	Pseudopropionibacterium_propionicum	strict
Sample 30/107	ESA008.A0101	9119930	142591	105972	2245	103727	1.564	1.162	1.022	1.4784	1.527	65.4	41.78	22.83	10.79	4.5	0.0422	0.0365	0.0435	0.0374	49.16	44	65.29	Pseudopropionibacterium_propionicum	strict
Sample 31/107	FDM001.A0101	4889751	28328	14270	385	13885	0.579	0.292	1.028	0.1676	0.46	13.94	2.28	0.4	0.08	0.02	0.049	0.0335	0.053	0.0348	41.62	37	65.75	Pseudopropionibacterium_propionicum	strict
Sample 32/107	FUM001.A0101	10808498	87812	51878	38942	12936	0.812	0.48	4.01	0.1627	0.44	13.81	2.11	0.3	0.04	0.01	0.1888	0.0685	0.1916	0.0728	43.39	39	66.73	Pseudopropionibacterium_propionicum	strict
Sample 33/107	FUM002.A0101	17157534	102408	47890	2948	44942	0.597	0.279	1.066	0.5483	1.0879	31.93	12.99	5.39	2.23	0.93	0.187	0.0762	0.183	0.0776	42.08	38	65.17	Pseudopropionibacterium_propionicum	strict
Sample 34/107	FUM003.A0101	15708618	18669	8209	1733	6476	0.119	0.052	1.268	0.0763	0.2991	6.91	0.59	0.08	0.02	0.01	0.1713	0.0782	0.183	0.084	40.66	36	65.3	Pseudopropionibacterium_propionicum	strict
Sample 35/107	GDC002.A0101	11300654	43699	23020	622	22398	0.387	0.204	1.028	0.256	0.6242	18.52	5.2	1.35	0.33	0.1	0.0333	0.0248	0.0335	0.0262	39.42	36	66.68	Pseudopropionibacterium_propionicum	strict
Sample 36/107	GDC004.A0101	12302652	13921	6479	151	6328	0.113	0.053	1.024	0.0769	0.2992	6.88	0.71	0.08	0.02	0	0.0252	0.0281	0.0314	0.0235	41.9	38	65.28	Pseudopropionibacterium_propionicum	strict
Sample 37/107	GDC005.A0101	9931068	208672	123739	4535	119204	2.101	1.246	1.038	1.4566	1.6303	62.57	39.39	22.17	11.46	5.56	0.0428	0.0373	0.0442	0.036	42.15	38	65.91	Pseudopropionibacterium_propionicum	strict
Sample 38/107	GDN001.A0101	30835470	87243	43731	20664	23067	0.283	0.142	1.896	0.2968	0.7166	21.98	5.3	1.34	0.4	0.16	0.2431	0.0972	0.2504	0.0958	44.39	39	66.04	Pseudopropionibacterium_propionicum	strict
Sample 39/107	GDN001.C0101	20505644	953	99	63	36	0.005	0	2.75	4e-4	0.0216	0.04	0	0	0	0	0	0	0	0	38.44	35	66.09	Pseudopropionibacterium_propionicum	strict
Sample 40/107	GOY005.A0101	9163118	102847	49107	1224	47883	1.122	0.536	1.026	0.5274	0.955	32.05	12.75	5.03	1.87	0.67	0.1181	0.0702	0.128	0.0759	37.99	35	65.74	Pseudopropionibacterium_propionicum	strict
Sample 41/107	GOY006.A0101	3799236	38945	20507	330	20177	1.025	0.54	1.016	0.2524	0.5841	19.33	4.56	1.06	0.23	0.05	0.0813	0.0461	0.0793	0.0518	43.16	39	66.26	Pseudopropionibacterium_propionicum	strict
Sample 42/107	GUE001.A0101	11156331	500	65	38	27	0.004	0.001	2.407	4e-4	0.0209	0.04	0	0	0	0	0	0.1	0	0	53.44	42	67.29	Pseudopropionibacterium_propionicum	strict
Sample 43/107	IBA001.A0101	12987664	103058	56403	1316	55087	0.794	0.434	1.024	0.7238	1.2939	34.04	18.95	10.22	5.16	2.34	0.0306	0.0268	0.031	0.0245	45.32	40	66.78	Pseudopropionibacterium_propionicum	strict
Sample 44/107	IBA002.A0101	19022015	23286	10246	205	10041	0.122	0.054	1.02	0.1261	0.4243	10.17	1.84	0.38	0.12	0.05	0.0276	0.0235	0.0254	0.0289	43.33	39	66.2	Pseudopropionibacterium_propionicum	strict
Sample 45/107	JAE006.A0101	87883942	225764	188740	4114	184626	0.257	0.215	1.022	4.422	3.3853	80.54	74.16	67.35	58.86	48.91	0.006	0.0073	0.0064	0.0075	82.62	76	66.74	Pseudopropionibacterium_propionicum	strict
Sample 46/107	JAE007.A0101	66419551	14433	8262	115	8147	0.022	0.012	1.014	0.195	0.4603	17.06	2.19	0.22	0.03	0	0.0054	0.0095	0.0074	0.0066	82.56	76	66.8	Pseudopropionibacterium_propionicum	strict
Sample 47/107	JAE008.A0101	65296039	2128751	1908349	114074	1794275	3.26	2.923	1.064	43.5048	18.5905	97.16	96.71	96.32	96.01	95.71	0.0101	0.0099	0.0134	0.0115	83.63	76	66.36	Pseudopropionibacterium_propionicum	strict
