"Datasets"	"Sum"
"Leadbetterella byssophila DSM 17132"	4271
"Leclercia adecarboxylata"	12181
"Leeuwenhoekiella blandensis MED217"	23
"Legionella anisa"	89
"Legionella beliardensis"	22
"Legionella brunensis"	34
"Legionella busanensis"	10
"Legionella cherrii"	13
"Legionella dresdenensis"	22
"Legionella erythra"	6
"Legionella fallonii LLAP-10"	703
"Legionella geestiana"	90
"Legionella hackeliae"	814
"Legionella impletisoli"	27
"Legionella israelensis"	6
"Legionella jamestowniensis"	6
"Legionella londiniensis"	8
"Legionella longbeachae NSW150"	565
"Legionella lytica"	8
"Legionella maceachernii"	88
"Legionella massiliensis"	53
"Legionella moravica"	5
"Legionella norrlandica"	21
"Legionella oakridgensis ATCC 33761 = DSM 21215"	904
"Legionella pneumophila str. Corby"	197
"Legionella pneumophila str. Lens"	946
"Legionella pneumophila str. Paris"	20
"Legionella pneumophila subsp. fraseri"	7
"Legionella pneumophila subsp. pascullei"	279
"Legionella pneumophila subsp. pneumophila LPE509"	27
"Legionella pneumophila subsp. pneumophila str. Philadelphia 1"	18
"Legionella quinlivanii"	7
"Legionella rubrilucens"	11
"Legionella sainthelensi"	13
"Legionella santicrucis"	7
"Legionella sp. EBP:P11:RCS"	8
"Legionella spiritensis"	50
"Legionella taurinensis"	11
"Legionella tunisiensis"	10
"Legionella wadsworthii"	35
"Legionella waltersii"	61
"Leisingera methylohalidivorans DSM 14336"	5836
"Lelliottia amnigena"	10
"Lelliottia nimipressuralis"	5
"Leptospirillum ferriphilum ML-04"	34
"Leptospirillum ferriphilum YSK"	207
"Leptospirillum ferrodiazotrophum"	6
"Leptospirillum ferrooxidans C2-3"	589
"Leptospirillum sp. Group II 'CF-1'"	208
"Leptothrix cholodnii SP-6"	36114
"Leptothrix discophora"	473
"Leptothrix sp. MBIC 3364"	17
"Leptotrichia buccalis C-1013-b"	1539658
"Leptotrichia goodfellowii"	5
"Leptotrichia hofstadii"	14
"Leptotrichia hongkongensis"	1508
"Leptotrichia shahii"	178
"Leptotrichia sp."	31
"Leptotrichia sp. ES2714_GLU"	64
"Leptotrichia sp. oral clone BP1-13"	6
"Leptotrichia sp. oral clone DR011"	36
"Leptotrichia sp. oral clone EI022"	140
"Leptotrichia sp. oral clone GT020"	15
"Leptotrichia sp. oral taxon 212"	5467593
"Leptotrichia sp. oral taxon 217"	7
"Leptotrichia sp. oral taxon 225"	45
"Leptotrichia sp. oral taxon 498"	16
"Leptotrichia sp. oral taxon 847"	114965
"Leptotrichia sp. PG10"	5
"Leptotrichia sp. PTE15"	6
"Leptotrichia trevisanii"	345
"Leptotrichia wadei"	149
"Liberibacter crescens BT-1"	395
"Limnobacter sp. 2C4"	6
"Limnobacter sp. CR2A4"	6
"Limnohabitans australis"	122
"Limnohabitans planktonicus II-D5"	12
"Limnohabitans sp. 103DPR2"	10921
"Limnohabitans sp. 2KL-17"	45
"Limnohabitans sp. 2KL-3"	8
"Limnohabitans sp. 63ED37-2"	26820
"Limnohabitans sp. B22-3vk"	7
"Limnohabitans sp. DM1"	651
"Limnohabitans sp. G3-3"	12
"Limnohabitans sp. Jir75"	24
"Limnohabitans sp. KL1"	30
"Limnohabitans sp. WS1"	10
"Loktanella fryxellensis"	8
"Loktanella hongkongensis"	45
"Loktanella rosea"	13
"Loktanella vestfoldensis"	6
"Lonepinella koalarum"	164
"Lonsdalea quercina subsp. populi"	5
"Lonsdalea quercina subsp. quercina"	12
"Lutibacter profundi"	3925
"Lutimonas"	5
"Magnetococcus marinus MC-1"	1942
"Magnetospira sp. QH-2"	3034
"Magnetospirillum gryphiswaldense MSR-1 v2"	4983
"Magnetospirillum magneticum AMB-1"	5179
"Magnetospirillum magnetotacticum"	6
"Magnetospirillum sp. pMbN1"	392
"Magnetospirillum sp. XM-1"	6470
"Magnetovibrio blakemorei"	35
"male-killing Rickettsia from Adalia bipunctata"	50
"Malonomonas rubra"	26
"Mangrovibacter yixingensis"	10
"Mannheimia glucosida"	100
"Mannheimia haemolytica D171"	116
"Mannheimia haemolytica M42548"	6
"Mannheimia haemolytica USDA-ARS-USMARC-183"	17
"Mannheimia haemolytica USDA-ARS-USMARC-184"	430
"Mannheimia haemolytica USDA-ARS-USMARC-185"	10
"Mannheimia sp. P224"	11
"Mannheimia sp. USDA-ARS-USMARC-1261"	5870
"Mannheimia succiniciproducens MBEL55E"	13806
"Mannheimia varigena USDA-ARS-USMARC-1296"	609
"Mannheimia varigena USDA-ARS-USMARC-1312"	818
"Mannheimia varigena USDA-ARS-USMARC-1388"	2739
"Maribacter sp. HTCC2170"	3666
"Maribacter sp. w-8"	5
"Maricaulis maris MCS10"	25715
"Maricaulis virginensis"	7
"Marichromatium bheemlicum"	5
"Marichromatium indicum"	13
"Marichromatium litoris"	19
"Marichromatium purpuratum 984"	12596
"Marichromatium sp. JA121"	130
"Marichromatium sp. JA328"	130
"Marichromatium sp. JA350"	17
"Marichromatium sp. JA498"	27
"Marichromatium sp. JA499"	7
"Marichromatium sp. JA540"	20
"Marichromatium sp. JA546"	17
"Marichromatium sp. JA548"	60
"Marichromatium sp. JA550"	125
"Marichromatium sp. JA552"	12
"Marichromatium sp. JA638"	11
"marine alpha proteobacterium CVFI21"	8
"marine alpha proteobacterium SE45"	11
"marine bacterium PWF3"	6
"marine bacterium SE96"	14
"marine bacterium SIMO-IS118"	14
"marine CFB-group bacterium MBIC04442"	5
"marine CFB-group bacterium MBIC04444"	9
"marine CFB-group bacterium MBIC04445"	8
"marine CFB-group bacterium MBIC04449"	33
"marine CFB-group bacterium MBIC04450"	80
"marine CFB-group bacterium MBIC04451"	13
"marine CFB-group bacterium MBIC04454"	74
"marine CFB-group bacterium MBIC04487"	22
"marine snow associated bacterium AdriaticR16"	6
"Marinibaculum pumilum"	76
"Marinimicrobia bacterium SCGC AAA003-L08"	11
"Marinimicrobia bacterium SCGC AAA007-D16"	37
"Marinobacter adhaerens HP15"	180988
"Marinobacter algicola"	8
"Marinobacter antarcticus"	55
"Marinobacter flavimaris"	7
"Marinobacter goseongensis"	211
"Marinobacter hydrocarbonoclasticus ATCC 49840"	1400888
"Marinobacter hydrocarbonoclasticus VT8"	1258181
"Marinobacter lipolyticus"	28
"Marinobacter litoralis"	48
"Marinobacter lutaoensis"	16
"Marinobacter maritimus"	1119
"Marinobacter pelagius"	46
"Marinobacter psychrophilus"	11127
"Marinobacter salarius"	63942
"Marinobacter salsuginis"	94
"Marinobacter santoriniensis NKSG1"	7
"Marinobacter sediminum"	435
"Marinobacter segnicrescens"	15
"Marinobacter similis"	1132242
"Marinobacter sp."	21
"Marinobacter sp. 169CAC1Y12"	6
"Marinobacter sp. Anaero4"	5
"Marinobacter sp. BSs20148"	12092
"Marinobacter sp. CP1"	338921
"Marinobacter sp. DG1194"	5
"Marinobacter sp. DG871"	86
"Marinobacter sp. DG979"	24
"Marinobacter sp. EPR21"	23
"Marinobacter sp. LQ44"	171817
"Marinobacter sp. NBC35"	6
"Marinobacter sp. P1-14D"	71
"Marinobacter sp. R53"	6
"Marinobacter sp. S64"	126
"Marinobacter sp. SL004A-39A"	294
"Marinobacter sp. SL013A-35A"	123
"Marinobacter sp. SL013A-38A"	8
"Marinobacter sp. SL014B-80A2"	369
"Marinobacter sp. SLG510A10-4"	6
"Marinobacter sp. T33"	299
"Marinobacter vinifirmus"	7
"Marinobacterium georgiense"	68
"Marinobacterium litorale"	71
"Marinobacterium mangrovicola"	16
"Marinobacterium sp. KW44"	57
"Marinobacterium stanieri"	23
"Marinomonas communis"	54
"Marinomonas fungiae"	12
"Marinomonas mediterranea MMB-1"	987
"Marinomonas posidonica IVIA-Po-181"	561
"Marinomonas sp. MWYL1"	3200
"Marinoscillum pacificum"	25
"Marinovum algicola DG 898"	27913
"Marivirga tractuosa DSM 4126"	2809
"Martelella endophytica"	7300
"Martelella mediterranea"	11
"Martelella sp. AD-3"	29144
"Massilia aerilata"	9
"Massilia brevitalea"	18
"Massilia consociata"	141
"Massilia haematophila"	6
"Massilia jejuensis"	28
"Massilia lutea"	5
"Massilia niabensis"	7
"Massilia niastensis"	7
"Massilia norwichensis"	11
"Massilia plicata"	10
"Massilia sp. NR 4-1"	34439
"Massilia sp. RBM26"	5
"Massilia sp. UAPS0177"	11
"Massilia sp. UMI-21"	37
"Massilia sp. WF1"	22
"Massilia sp. WG5"	46020
"Massilia tieshanensis"	79
"Massilia timonae"	39
"Massilia varians"	29
"Massilia yuzhufengensis"	11
"Melioribacter roseus P3M-2"	1539
"Mesocricetibacter intestinalis"	52
"Mesonia sp. BG-4-E6"	29
"Mesorhizobium abyssinicae"	29
"Mesorhizobium albiziae"	6
"Mesorhizobium alhagi CCNWXJ12-2"	15
"Mesorhizobium amorphae"	129
"Mesorhizobium australicum WSM2073"	9094
"Mesorhizobium caraganae"	130
"Mesorhizobium chacoense"	99
"Mesorhizobium ciceri biovar biserrulae WSM1271"	12390
"Mesorhizobium erdmanii USDA 3471"	14
"Mesorhizobium huakuii 7653R"	11756
"Mesorhizobium jarvisii ATCC 33669"	20
"Mesorhizobium loti MAFF303099"	11763
"Mesorhizobium loti NZP2037"	277
"Mesorhizobium loti R7A"	201
"Mesorhizobium mediterraneum"	322
"Mesorhizobium metallidurans STM 2683"	5
"Mesorhizobium muleiense"	89
"Mesorhizobium olivaresii"	6
"Mesorhizobium opportunistum WSM2075"	11529
"Mesorhizobium plurifarium"	498
"Mesorhizobium robiniae"	6
"Mesorhizobium septentrionale"	86
"Mesorhizobium shangrilense"	16
"Mesorhizobium silamurunense"	26
"Mesorhizobium soli"	5
"Mesorhizobium sp. AC21a2"	18
"Mesorhizobium sp. AC21c2"	35
"Mesorhizobium sp. AC98b"	9
"Mesorhizobium sp. AG17"	5
"Mesorhizobium sp. AG22"	5
"Mesorhizobium sp. Ca004"	11
"Mesorhizobium sp. Cc3"	23
"Mesorhizobium sp. CCANP11"	8
"Mesorhizobium sp. CCBAU 03485"	7
"Mesorhizobium sp. CCBAU 11166"	11
"Mesorhizobium sp. CCBAU 41350"	10
"Mesorhizobium sp. CFN ESH18"	7
"Mesorhizobium sp. CSLC42N"	15
"Mesorhizobium sp. F28"	44
"Mesorhizobium sp. Harris"	10
"Mesorhizobium sp. ICMP 12685"	7
"Mesorhizobium sp. ICMP 19572"	6
"Mesorhizobium sp. JB07"	6
"Mesorhizobium sp. JS6"	26
"Mesorhizobium sp. JS9"	143
"Mesorhizobium sp. K13a"	6
"Mesorhizobium sp. LKU3"	22
"Mesorhizobium sp. MM5343"	14
"Mesorhizobium sp. MM5361"	10
"Mesorhizobium sp. NBIMC_P2"	77
"Mesorhizobium sp. NMB1"	5
"Mesorhizobium sp. OD52"	8
"Mesorhizobium sp. R88B"	5
"Mesorhizobium sp. RITF908"	5
"Mesorhizobium sp. S828"	6
"Mesorhizobium sp. SDW017"	9
"Mesorhizobium sp. STM 4664"	5
"Mesorhizobium sp. STM 8089"	24
"Mesorhizobium sp. WSM3869"	24
"Mesorhizobium tamadayense"	16
"Mesorhizobium temperatum"	38
"Mesorhizobium thiogangeticum"	37
"Mesorhizobium tianshanense"	75
"Mesorhizobium waitakense"	14
"Methylibium petroleiphilum PM1"	40846
"Methylibium sp. T29"	21
"Methylobacillus flagellatus KT"	15170
"Methylobacillus glycogenes"	52
"Methylobacillus sp. 12S"	5
"Methylobacillus sp. KY4400"	5
"Methylobacillus sp. SK1"	44
"Methylobacter luteus"	5
"Methylobacteriaceae bacterium RM11-8-1"	10
"Methylobacterium aerolatum"	6
"Methylobacterium aquaticum"	10179
"Methylobacterium extorquens AM1"	3848
"Methylobacterium extorquens CM4"	1982
"Methylobacterium extorquens DM4"	3029
"Methylobacterium extorquens PA1"	4444
"Methylobacterium iners"	15
"Methylobacterium jeotgali"	60
"Methylobacterium nodulans ORS 2060"	9987
"Methylobacterium organophilum"	11
"Methylobacterium oryzae CBMB20"	10745
"Methylobacterium populi BJ001"	6845
"Methylobacterium radiotolerans JCM 2831"	24029
"Methylobacterium soli"	41
"Methylobacterium sp. 4-46"	12201
"Methylobacterium sp. AMS5"	2753
"Methylobacterium sp. Fc1"	13
"Methylobacterium sp. GXF4"	5
"Methylobacterium sp. Hojyo1"	7
"Methylobacterium thiocyanatum"	5
"Methylobacterium variabile"	7
"Methylocapsa acidiphila"	13
"Methyloceanibacter caenitepidi"	11237
"Methylocella palustris"	13
"Methylocella silvestris BL2"	4446
"Methylococcus capsulatus str. Bath"	21635
"Methylocystis sp. SC2"	4427
"Methylomarinovum caldicuralii"	8
"Methylomicrobium agile"	6
"Methylomicrobium alcaliphilum 20Z"	2454
"Methylomonas denitrificans"	2760
"Methylomonas fodinarum"	20
"Methylomonas methanica MC09"	22484
"Methylomonas rubra"	5
"Methylophilales bacterium MBRS-H7"	9
"Methylophilales bacterium MBRSF5"	5
"Methylophilales bacterium MBRSG12"	19
"Methylophilus methylotrophus"	44
"Methylophilus sp. TWE2"	2941
"Methylosinus sp. B4S"	7
"Methylosinus trichosporium"	10
"Methylotenera mobilis JLW8"	1829
"Methylotenera versatilis 301"	41206
"Methyloversatilis universalis FAM5"	25
"Methylovorus glucosetrophus SIP3-4"	1765
"Methylovorus sp. MP688"	1886
"Methylovorus sp. SS1"	35
"Micavibrio aeruginosavorus ARL-13"	1029
"Micavibrio aeruginosavorus EPB"	891
"Microbacter margulisiae"	35
"Microbulbifer elongatus"	17
"Microbulbifer maritimus"	34
"Microbulbifer sp. Nordb24"	5
"Microbulbifer thermotolerans"	4780
"Microscilla sp. DG946"	6
"Microscilla sp. PRE1"	387
"Microvirga flocculans ATCC BAA-817"	35
"Microvirga lotononidis"	33
"Microvirga lupini"	71
"Microvirga sp. SV1470"	56
"Microvirga sp. SV2184P"	5
"Microvirga subterranea"	56
"Microvirga vignae"	17
"Microvirga zambiensis WSM3693"	31
"Mitsuaria chitosanitabida"	8
"Modicisalibacter tunisiensis"	117
"Moraxella bovis Epp63"	286
"Moraxella bovoculi 237"	26
"Moraxella canis"	37
"Moraxella catarrhalis BBH18"	1447
"Moraxella catarrhalis O35E"	12
"Moraxella lacunata"	52
"Moraxella nonliquefaciens"	50
"Moraxella osloensis"	25708
"Moraxella ovis"	58
"Moraxella sp."	34
"Moraxella sp. 52"	13
"Moraxella sp. O245"	605
"Morganella morganii subsp. morganii KT"	1810
"Morganella morganii subsp. sibonii"	24
"Morganella psychrotolerans"	20
"Moritella japonica"	5
"Moritella marina ATCC 15381"	8
"Moritella viscosa"	951
"Morococcus cerebrosus"	10
"Mucilaginibacter gotjawali"	3065
"Mucilaginibacter sp. PAMC 26640"	2382
"Mucinivorans hirudinis"	6976
"Muribacter muris"	65
"Muricauda lutaonensis"	500924
"Muricauda ruestringensis DSM 13258"	34386
"Mycoplana dimorpha"	88
"Myroides odoratimimus"	989
"Myroides odoratus"	31
"Myroides profundi"	1184
"Myroides sp. A21"	551
"Myroides sp. Amph-upper"	202
"Myroides sp. CS164"	167
"myxobacterium SIBN-17"	6
"Myxococcus fulvus 124B02"	9606
"Myxococcus fulvus HW-1"	6166
"Myxococcus hansupus"	5592
"Myxococcus macrosporus DSM 14697"	9
"Myxococcus sp. 003B01"	6
"Myxococcus sp. M1017"	6
"Myxococcus stipitatus DSM 14675"	7269
"Myxococcus virescens"	195
"Myxococcus xanthus DK 1622"	13212
"Myxococcus xanthus DZF1"	17
"Nannocystis exedens subsp. cinnabaria"	215
"Nannocystis sp. MB1016"	38
"Nannocystis sp. xj42"	7
"Nautilia profundicola AmH"	1060
"Necropsobacter rosorum"	21
"Neisseria animalis"	2032
"Neisseria animaloris"	333
"Neisseria arctica"	35
"Neisseria bacilliformis"	10
"Neisseria canis"	267
"Neisseria cinerea"	21817
"Neisseria dentiae"	220
"Neisseria elongata subsp. elongata"	9735
"Neisseria elongata subsp. glycolytica ATCC 29315"	9280423
"Neisseria flava"	6829
"Neisseria flavescens"	27404
"Neisseria genomosp. P1"	5
"Neisseria gonorrhoeae FA 1090"	69094
"Neisseria gonorrhoeae MS11"	44750
"Neisseria gonorrhoeae NCCP11945"	47017
"Neisseria gonorrhoeae TCDC-NG08107"	141257
"Neisseria iguanae"	88
"Neisseria lactamica 020-06"	1443551
"Neisseria macacae ATCC 33926"	6932
"Neisseria meningitidis 053442"	185713
"Neisseria meningitidis 8013"	173926
"Neisseria meningitidis alpha14"	227636
"Neisseria meningitidis alpha522"	220557
"Neisseria meningitidis alpha710"	98478
"Neisseria meningitidis FAM18"	14484
"Neisseria meningitidis G2136"	67702
"Neisseria meningitidis H44/76"	17835
"Neisseria meningitidis LNP21362"	29065
"Neisseria meningitidis M01-240149"	20050
"Neisseria meningitidis M01-240355"	177633
"Neisseria meningitidis M04-240196"	111790
"Neisseria meningitidis M0579"	52222
"Neisseria meningitidis M7124"	14600
"Neisseria meningitidis MC58"	19697
"Neisseria meningitidis NM255"	757
"Neisseria meningitidis NMB"	17884
"Neisseria meningitidis NZ-05/33"	9024
"Neisseria meningitidis WUE 2594"	82803
"Neisseria meningitidis Z2491"	99421
"Neisseria mucosa"	36300
"Neisseria oralis"	3518
"Neisseria perflava"	4053
"Neisseria pharyngis subsp. flava"	19656
"Neisseria polysaccharea"	9435
"Neisseria shayeganii 871"	751
"Neisseria sicca ATCC 29256"	20615
"Neisseria skkuensis"	202
"Neisseria sp. AP1256"	1105
"Neisseria sp. AP206"	15610
"Neisseria sp. AP312"	172
"Neisseria sp. AP323"	603
"Neisseria sp. AP347"	5
"Neisseria sp. AP367"	173
"Neisseria sp. AP474"	175
"Neisseria sp. AP597"	5429
"Neisseria sp. AP678"	219
"Neisseria sp. AP860"	5
"Neisseria sp. CSL 7565"	1017
"Neisseria sp. feline oral taxon 145"	125
"Neisseria sp. KEM232"	6779
"Neisseria sp. KH1485"	9
"Neisseria sp. NCI/NFL"	12
"Neisseria sp. oral clone AK105"	32
"Neisseria sp. oral clone JC012"	26
"Neisseria sp. oral taxon 499"	8
"Neisseria subflava"	68671
"Neisseria wadsworthii"	852
"Neisseria weaveri ATCC 51223"	8598
"Neisseria weaveri LMG 5135"	61
"Neisseria zoodegmatis"	135
"Neisseriaceae bacterium NB-13"	825
"Neoasaia chiangmaiensis"	25
"Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141"	3547
"Neorhizobium galegae bv. orientalis str. HAMBI 540"	3735
"Neorhizobium huautlense"	125
"Neorickettsia helminthoeca str. Oregon"	172
"Neorickettsia risticii str. Illinois"	49
"Neorickettsia sennetsu str. Miyayama"	2086
"Neptuniibacter halophilus"	6
"Nevskia ramosa"	869
"Niabella soli DSM 19437"	2499
"Niastella koreensis GR20-10"	12244
"Nicoletella semolina"	44
"Nitratifractor salsuginis DSM 16511"	2000
"Nitratireductor aquibiodomus"	7
"Nitratireductor sp. OM-1"	5
"Nitratiruptor sp. SB155-2"	707
"Nitrobacter alkalicus"	17
"Nitrobacter hamburgensis X14"	42722
"Nitrobacter vulgaris"	13
"Nitrobacter winogradskyi Nb-255"	10281
"Nitrococcus mobilis"	8
"Nitrosococcus halophilus Nc 4"	2337
"Nitrosococcus oceani ATCC 19707"	19322
"Nitrosococcus watsonii C-113"	7014
"Nitrosomonas communis"	1526
"Nitrosomonas europaea ATCC 19718"	9914
"Nitrosomonas eutropha C91"	5066
"Nitrosomonas sp. AL212"	1482
"Nitrosomonas sp. Is79A3"	2314
"Nitrosomonas sp. OZK11"	7
"Nitrosomonas ureae"	1702
"Nitrosospira briensis C-128"	80939
"Nitrosospira multiformis ATCC 25196"	4849
"Nitrosospira sp."	51
"Nitrosospira sp. 40KI"	43
"Nitrosospira sp. CT2F"	17
"Nitrosospira sp. GS832"	15
"Nitrosospira sp. Ka3"	8
"Nitrosospira sp. KAN8"	8
"Nitrosospira sp. NpAV"	237
"Nitrosospira sp. NRS527"	29
"Nitrosospira sp. Nsp1"	6
"Nitrosospira sp. O13"	8
"Nitrosospira sp. TYM9"	39
"Nitrosovibrio"	55
"Nitrospira defluvii"	16557
"Nitrospira lenta"	54
"Nitrospira marina"	29
"Nitrospira moscoviensis"	12260
"Nitrospira sp. Ecomares 2.1"	16
"Nitrospirillum amazonense"	5
"Nonlabens dokdonensis DSW-6"	3527
"Nonlabens marinus S1-08"	4311
"Nonlabens sp. MIC269"	2382
"Novosphingobium aromaticivorans DSM 12444"	10690
"Novosphingobium capsulatum"	9
"Novosphingobium pentaromativorans US6-1"	7599
"Novosphingobium pokkalii"	18
"Novosphingobium sp. PP1Y"	4350
"Novosphingobium sp. TVG9-VII"	59
"Novosphingobium subterraneum"	51
"Obesumbacterium proteus"	690
"Oblitimonas alkaliphila"	78
"Occidentia massiliensis"	11
"Oceanibulbus indolifex"	19
"Oceanicaulis"	21
"Oceanicola granulosus"	20
"Oceanicola sp. 41"	6
"Oceanimonas doudoroffii"	10
"Oceanimonas sp. GK1"	6825
"Oceanobacter"	5
"Oceanospirillum linum"	5
"Ochrobactrum anthropi ATCC 49188"	4982
"Ochrobactrum daejeonense"	84
"Ochrobactrum gallinifaecis"	12
"Ochrobactrum grignonense"	12
"Ochrobactrum haematophilum"	7
"Ochrobactrum intermedium"	90
"Ochrobactrum lupini"	151
"Ochrobactrum oryzae"	31
"Ochrobactrum pseudintermedium"	11
"Ochrobactrum pseudogrignonense"	8
"Ochrobactrum sp. LM19"	23
"Ochrobactrum thiophenivorans"	12
"Octadecabacter antarcticus 307"	1013
"Octadecabacter arcticus 238"	1275
"Octadecabacter temperatus"	903
"Odoribacter denticanis"	100
"Odoribacter splanchnicus DSM 20712"	214301
"Oleibacter marinus"	181
"Oleibacter sp. AU5AA2"	8
"Oleispira antarctica RB-8"	2123
"Oleomonas sagaranensis"	18
"Oleomonas sp. SJ-1"	13
"Oligella urethralis"	304
"Oligotropha carboxidovorans OM4"	6
"Oligotropha carboxidovorans OM5"	674
"Oricola cellulosilytica"	6
"Orientia tsutsugamushi str. Boryong"	2660
"Orientia tsutsugamushi str. Ikeda"	34
"Ornithobacterium rhinotracheale DSM 15997"	111
"Ornithobacterium rhinotracheale ORT-UMN 88"	17528
"Otariodibacter oris"	49
"Ottowia sp. oral taxon 894"	43330097
"Owenweeksia hongkongensis DSM 17368"	3445
"Oxalicibacterium flavum"	10
"Oxalobacter formigenes"	5
"Oxalobacteraceae bacterium D8-13b"	10
"Oxalobacteraceae bacterium Ma"	6
"Paludibacter propionicigenes WB4"	18282
"Paludibacter sp. canine oral taxon 384"	17
"Paludibacterium paludis"	20
"Paludibacterium sp. 12-54"	5
"Pandoraea apista"	4940
"Pandoraea faecigallinarum"	4325
"Pandoraea norimbergensis"	5883
"Pandoraea oxalativorans"	2870
"Pandoraea pnomenusa 3kgm"	925
"Pandoraea pulmonicola"	7546
"Pandoraea sputorum"	2507
"Pandoraea thiooxydans"	8709
"Pandoraea vervacti"	4490
"Pannonibacter phragmitetus"	10424
"Pantoea agglomerans pv. gypsophilae"	20
"Pantoea allii"	40
"Pantoea ananatis AJ13355"	562
"Pantoea ananatis LMG 20103"	362
"Pantoea ananatis LMG 2665"	8
"Pantoea ananatis LMG 5342"	869
"Pantoea ananatis PA13"	344
"Pantoea anthophila"	7
"Pantoea calida"	5
"Pantoea cedenensis"	5
"Pantoea cypripedii"	175
"Pantoea deleyi"	6
"Pantoea dispersa"	26
"Pantoea gaviniae"	176
"Pantoea rodasii"	7
"Pantoea rwandensis"	1316
"Pantoea septica"	37
"Pantoea sp. 29Y89A"	6
"Pantoea sp. 3.5.1"	11
"Pantoea sp. At-9b"	1457
"Pantoea sp. E147"	5
"Pantoea sp. Gossyppi A4"	63
"Pantoea sp. MMB051"	6
"Pantoea sp. PSI 001"	12
"Pantoea sp. PSNIH1"	3056
"Pantoea sp. PSNIH2"	2430
"Pantoea sp. UIWRF1322"	19
"Pantoea stewartii subsp. indologenes"	5
"Pantoea theicola"	58
"Pantoea vagans C9-1"	8633
"Parabacteroides distasonis ATCC 8503"	338384
"Parabacteroides goldsteinii DSM 19448 = WAL 12034"	83
"Parabacteroides merdae ATCC 43184"	40
"Paraburkholderia acidipaludis NBRC 101816"	6
"Paraburkholderia andropogonis"	80
"Paraburkholderia aspalathi"	6
"Paraburkholderia bryophila"	9
"Paraburkholderia caledonica"	138
"Paraburkholderia caribensis MBA4"	7062
"Paraburkholderia caryophylli"	16
"Paraburkholderia diazotrophica"	12
"Paraburkholderia endofungorum"	12
"Paraburkholderia ferrariae"	9
"Paraburkholderia fungorum"	20427
"Paraburkholderia humisilvae"	22
"Paraburkholderia kururiensis"	134
"Paraburkholderia megapolitana"	173
"Paraburkholderia mimosarum"	66
