genus	individual	species	metric	initial_single_genome	superreference	difference
Tannerella	KNP005	Tannerella_forsythia_92A2	mean_fold_coverage	10.639	10.5162363	0.1227637
Tannerella	KNP005	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	564300	555930	8370
Tannerella	KNP005	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	72.42	72.34992825	0.07007175114
Tannerella	KNP009	Tannerella_forsythia_92A2	mean_fold_coverage	21.3388	21.1347256	0.2040744
Tannerella	KNP009	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	1158497	1145099	13398
Tannerella	KNP009	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	75.02	74.96544582	0.05455418422
Tannerella	LIB007.A0115	Tannerella_forsythia_92A2	mean_fold_coverage	0	1.06E-05	-1.06E-05
Tannerella	LIB007.A0115	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	1	1	0
Tannerella	LIB007.A0115	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0	0.001057106974	-0.001057106974
Tannerella	LIB007.A0116	Tannerella_forsythia_92A2	mean_fold_coverage	0	0	0
Tannerella	LIB007.A0116	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	0	0	0
Tannerella	LIB007.A0116	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0	0	0
Tannerella	LIB007.A0135.SG1.1	Tannerella_forsythia_92A2	mean_fold_coverage	0	2.85E-05	-2.85E-05
Tannerella	LIB007.A0135.SG1.1	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	3	2	1
Tannerella	LIB007.A0135.SG1.1	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0	0.002848316014	-0.002848316014
Tannerella	LIB025.A0301	Tannerella_forsythia_92A2	mean_fold_coverage	8.00E-04	4.41E-04	3.59E-04
Tannerella	LIB025.A0301	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	50	24	26
Tannerella	LIB025.A0301	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0.06	0.04193190998	0.01806809002
Tannerella	LIB025.A1001	Tannerella_forsythia_92A2	mean_fold_coverage	1.00E-04	8.63E-05	1.37E-05
Tannerella	LIB025.A1001	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	11	5	6
Tannerella	LIB025.A1001	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0.01	0.006430734093	0.003569265907
Tannerella	LIB025.A1301	Tannerella_forsythia_92A2	mean_fold_coverage	1.00E-04	4.85E-05	5.15E-05
Tannerella	LIB025.A1301	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	8	5	3
Tannerella	LIB025.A1301	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0.01	0.004845073632	0.005154926368
Tannerella	MTM009	Tannerella_forsythia_92A2	mean_fold_coverage	34.1842	33.995079	0.189121
Tannerella	MTM009	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	2333667	2318695	14972
Tannerella	MTM009	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	73.35	73.27451512	0.07548488176
Tannerella	OAK002	Tannerella_forsythia_92A2	mean_fold_coverage	0.2286	0.1498041	0.0787959
Tannerella	OAK002	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	20053	13299	6754
Tannerella	OAK002	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	9.94	9.807251225	0.1327487747
Tannerella	OAK005	Tannerella_forsythia_92A2	mean_fold_coverage	1.9114	1.8783278	0.0330722
Tannerella	OAK005	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	145423	142642	2781
Tannerella	OAK005	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	70.98	70.87555766	0.1044423394
Tannerella	OME002	Tannerella_forsythia_92A2	mean_fold_coverage	0.2573	0.1653036	0.0919964
Tannerella	OME002	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	16247	9726	6521
Tannerella	OME002	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	2.52	2.413610135	0.1063898652
Tannerella	OME003	Tannerella_forsythia_92A2	mean_fold_coverage	0.4821	0.3802737	0.1018263
Tannerella	OME003	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	27136	20131	7005
Tannerella	OME003	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	2.21	2.09638995	0.1136100497
Tannerella	OME005	Tannerella_forsythia_92A2	mean_fold_coverage	0.1882	0.0741795	0.1140205
Tannerella	OME005	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	12583	4735	7848
Tannerella	OME005	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	0.98	0.889261878	0.09073812201
Tannerella	PES001	Tannerella_forsythia_92A2	mean_fold_coverage	0.1169	0.0845398	0.0323602
Tannerella	PES001	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	8791	6340	2451
Tannerella	PES001	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	6.39	6.28455969	0.10544031
Tannerella	TAF008	Tannerella_forsythia_92A2	mean_fold_coverage	1.7171	1.6742102	0.0428898
Tannerella	TAF008	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	144077	140268	3809
Tannerella	TAF008	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	66.37	66.23732463	0.1326753733
Tannerella	VLC004	Tannerella_forsythia_92A2	mean_fold_coverage	2.1328	2.0832169	0.0495831
Tannerella	VLC004	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	65027	62496	2531
Tannerella	VLC004	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	75.59	75.58071144	0.009288561134
Tannerella	VLC009	Tannerella_forsythia_92A2	mean_fold_coverage	6.1137	6.0842648	0.0294352
Tannerella	VLC009	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	188100	186587	1513
Tannerella	VLC009	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	87.71	87.63449117	0.0755088311
Treponema	DJA002	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.4518	0.37030095	0.08149905
Treponema	DJA002	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	31261	25286	5975
Treponema	DJA002	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	24.46	23.86361937	0.596380627
Treponema	EBO003	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.2008	1.11161155	0.08918845
Treponema	EBO003	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	81205	73847	7358
Treponema	EBO003	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	48.05	47.41168332	0.6383166816
Treponema	ECO002	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.1719	0.1283982	0.0435018
Treponema	ECO002	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	12759	9418	3341
Treponema	ECO002	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	11.23	10.92810785	0.3018921547
Treponema	ECO004	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.2677	1.1988666	0.0688334
Treponema	ECO004	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	90620	85022	5598
Treponema	ECO004	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	55.49	54.71132313	0.7786768735
Treponema	EMN001	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.4125	0.3039636	0.1085364
Treponema	EMN001	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	23096	16602	6494
Treponema	EMN001	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	23.44	23.0948063	0.3451937003
Treponema	FUM002	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.0514	0.02153475	0.02986525
Treponema	FUM002	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	3636	1464	2172
Treponema	FUM002	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	1.91	1.795380193	0.1146198073
Treponema	GOY005	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.8913	0.7084876	0.1828124
Treponema	GOY005	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	62141	48243	13898
Treponema	GOY005	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	40.14	39.65929641	0.4807035869
Treponema	JAE008	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.7123	1.65570505	0.05659495
Treponema	JAE008	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	58752	55448	3304
Treponema	JAE008	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	70.65	70.30427595	0.3457240471
Treponema	JAE014	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	3.7284	3.66912175	0.05927825
Treponema	JAE014	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	130980	126727	4253
Treponema	JAE014	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	76.19	75.90736317	0.2826368334
Treponema	KNP001	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.6246	1.49786405	0.12673595
Treponema	KNP001	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	85575	76524	9051
Treponema	KNP001	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	41.94	41.43228541	0.5077145917
Treponema	KNP004	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	3.471	3.3238479	0.1471521
Treponema	KNP004	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	171375	159737	11638
Treponema	KNP004	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	46.77	46.38504326	0.3849567365
Treponema	KNP005	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.9436	1.87491615	0.06868385
Treponema	KNP005	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	98434	92258	6176
Treponema	KNP005	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	44.21	43.75502571	0.4549742884
Treponema	KNP009	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	2.5342	2.4354782	0.0987218
Treponema	KNP009	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	121067	113177	7890
Treponema	KNP009	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	56.07	55.63370189	0.4362981114
Treponema	LIB007.A0115	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0	0	0
Treponema	LIB007.A0115	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	1	0	1
Treponema	LIB007.A0115	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0	0	0
Treponema	LIB007.A0116	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.00E-04	1.86E-05	8.14E-05
Treponema	LIB007.A0116	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	4	2	2
Treponema	LIB007.A0116	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0	0.002735081135	-0.002735081135
Treponema	LIB007.A0135.SG1.1	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0	1.14E-05	-1.14E-05
Treponema	LIB007.A0135.SG1.1	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	2	1	1
Treponema	LIB007.A0135.SG1.1	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0	0.00167751643	-0.00167751643
Treponema	LIB025.A0301	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	5.00E-04	2.10E-04	2.90E-04
Treponema	LIB025.A0301	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	31	13	18
Treponema	LIB025.A0301	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0.04	0.02166184259	0.01833815741
Treponema	LIB025.A1001	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0	7.20E-06	-7.20E-06
Treponema	LIB025.A1001	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	4	1	3
Treponema	LIB025.A1001	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0	0.001057564706	-0.001057564706
Treponema	LIB025.A1301	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.00E-04	0	1.00E-04
Treponema	LIB025.A1301	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	5	0	5
Treponema	LIB025.A1301	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0.01	0	0.01
Treponema	MTM009	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.8187	0.60512805	0.21357195
Treponema	MTM009	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	52411	37817	14594
Treponema	MTM009	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	28.51	27.96842914	0.5415708592
Treponema	OAK002	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.3694	0.27456475	0.09483525
Treponema	OAK002	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	24290	17214	7076
Treponema	OAK002	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	21.83	21.4059484	0.4240515997
Treponema	OAK005	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.7702	0.7227806	0.0474194
Treponema	OAK005	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	47341	43826	3515
Treponema	OAK005	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	42.41	41.79120099	0.6187990113
Treponema	OME002	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	1.7322	1.66791185	0.06428815
Treponema	OME002	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	72972	67646	5326
Treponema	OME002	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	67.41	67.10197002	0.3080299758
Treponema	OME003	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	2.8118	2.75587705	0.05592295
Treponema	OME003	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	111299	105612	5687
Treponema	OME003	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	74.62	74.29804143	0.3219585734
Treponema	OME005	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.1295	0.0188904	0.1106096
Treponema	OME005	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	7870	988	6882
Treponema	OME005	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	0.28	0.2221250559	0.05787494407
Treponema	PES001	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.2788	0.23265915	0.04614085
Treponema	PES001	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	15527	12739	2788
Treponema	PES001	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	19.46	19.17503389	0.2849661123
Treponema	TAF008	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.6516	0.5849915	0.0666085
Treponema	TAF008	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	43726	38905	4821
Treponema	TAF008	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	39.03	38.3172468	0.7127531983
Treponema	VLC004	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	3.9171	3.90035535	0.01674465
Treponema	VLC004	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	114898	112076	2822
Treponema	VLC004	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	62.99	62.55980255	0.430197451
Treponema	VLC009	Treponema_socranskii_subsp_paredis_ATCC_35535	mean_fold_coverage	0.4168	0.40099175	0.01580825
Treponema	VLC009	Treponema_socranskii_subsp_paredis_ATCC_35535	number_reads_mapped_after_rmdup	12142	11182	960
Treponema	VLC009	Treponema_socranskii_subsp_paredis_ATCC_35535	percent_coverage_morethan_1x	29.11	28.71838839	0.3916116119
